TokenID,ASTrns,ASUncc,ASUnrg,AktAcc,AktAch,AktAct,AktSemel,AktState,ClCntfcl,ClNegPol,DtDTAM,DtExp,DtRes,DtUniv,TLAspPfv,TLMdIrr,TLTS,VcPass
40011025a,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y
40011025b,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40011027,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y
40012007a,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40012007b,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y
40012018,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40012028,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40013051,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40013052,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40014004,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
40015006,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y
40015013,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y
40015032,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y
40017009,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
40017012,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
40018012,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
40018013a,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y
40018013b,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y
40018015,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
40018031,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
40019006,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40019011,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40019012,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40019020,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
40019027,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40019028,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y
40019029,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y
40020007,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40020012a,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40020012b,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
40020012c,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40020023,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y
40021016,Y,N,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y
40021042a,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y
40021042b,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y
40022004,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40022031,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y
40022034,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40023023,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y
40023030,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y
40024043a,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y
40024043b,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y
40024043c,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y
40025021,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y
40025027a,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y
40025027b,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y
40026001,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
40026009,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y
40026024a,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y
40026024b,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y
40026047,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40026056,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
40026065,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y
40027004,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
40027019,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,Y
40027023,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
40027046,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y
40027060,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
40028005,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y
40028006,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
40028007a,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40028007b,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
40028018,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
40028020,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
41001015,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41001024,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41002012,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
41002017,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
41003021,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
41003026,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
41004015a,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y
41004015b,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41004016,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
41004018,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
41004029,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
41005014,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
41005015,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N
41005018,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N
41005020,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41005032,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
41005034,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41006014a,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41006014b,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41006030,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
41006052,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y
41007029,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,Y,Y
41009009a,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y
41009009b,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41009013a,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
41009013b,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41009021,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y
41009034,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
41010009,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41010020,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y
41010028a,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41010028b,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y
41010029,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
41010040,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41010052,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
41011002,N,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y
41011017,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
41012010,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
41013019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N
41013023,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
41014005a,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y
41014005b,Y,N,Y,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
41014009,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
41014021a,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y
41014021b,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y
41014023,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
41014041,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41014064,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
41015014,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
41015034,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y
41015046,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41016002,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41016006a,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y
41016006b,Y,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y
41016008,N,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
41016010,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
41016011,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
41016014a,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y
41016014b,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y
41016019,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42001001a,N,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y
42001001b,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42001003,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42001013,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N
42001017,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y
42001019,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,Y,N,N,Y
42001020,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42001025,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N
42001030,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
42001034,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y
42001036,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42001048,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
42001049,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y
42001054,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42001068a,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42001068b,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42002015,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42002017,N,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y
42002020a,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42002020b,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
42002030,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42002037,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y
42002039,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42002048a,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y
42002048b,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N
42003019,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42004006,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y
42004013,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
42004018,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y
42004034,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42004035,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42005002,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42005026,N,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y
42006024,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42007016a,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42007016b,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y
42007016c,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y
42007016d,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42007022a,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y
42007022b,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y
42007045,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y
42008002a,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42008002b,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42008012,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42008027,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y
42008030,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42008035,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N
42008039a,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42008039b,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y
42008048,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42008056,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y
42009008a,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y
42009008b,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42009010,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y
42009019,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42009036,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42010013a,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
42010013b,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
42010019,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
42010022,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y
42010042,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42011020,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42011042,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
42012003a,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
42012003b,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42012005,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42012039a,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,Y,N,Y
42012039b,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y
42012039c,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
42012051,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42013007a,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y
42013007c,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y
42013016,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y
42013034,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y
42014022,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N
42015018,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y
42015021,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y
42015024,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42015027,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42015029a,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y
42015029b,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y
42015029c,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42015032,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y
42016011,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42016012,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y
42017010a,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42017010b,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y
42017010c,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y
42017010d,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
42017019,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y
42018021,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y
42018028,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42018029,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42018042,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42019008,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y
42019009,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y
42019015,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y
42019016,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42019018,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42019030,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
42019037,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y
42019046,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y
42020039,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
42022015,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y
42022017,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
42022022,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y
42022028,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y
42022032,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42022071,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y
