TokenID,ASTrns,ASUncc,ASUnrg,AktAcc,AktAch,AktAct,AktSemel,AktState,ClCntfcl,ClNegPol,DtDTAM,DtExp,DtRes,DtUniv,TLAspPfv,TLMdIrr,TLTS,VcPass
40026024b,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y
40026047,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y
40026056,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,N
40026065,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
40027004,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y
40027019,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y
40027023,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y
40027046,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y
40027060,Y,N,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N
40028005,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y
40028006,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
40028007a,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y
40028007b,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
40028018,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,Y,Y,N,Y
40028020,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,N,Y,Y,N,Y
41001015,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,Y
41001024,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,Y
41002012,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y
41002017,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y
41003021,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y
41003026,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y
41004015a,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y
41004015b,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y
41004016,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y
41004018,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y
41004029,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y
41005014,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N
41005015,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,N,Y,Y,N
41005018,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,N
41005020,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y
41005032,Y,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y
41005034,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y
41006014a,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,Y,Y,Y
41006014b,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N
41006030,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y
41006052,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N
41007029,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y
41009009a,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
41009009b,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y
41009013a,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,Y,Y,N,Y
41009013b,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y
41009021,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y
41009034,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y
41010009,Y,N,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,N
41010020,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
41010028a,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y
41010028b,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y
41010029,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y
41010040,N,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y
41010052,Y,N,N,N,N,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y
41011002,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y
41011017,Y,N,N,Y,N,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y
41012010,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N
41013019,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,N,N
41013023,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y
41014005a,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y
41014005b,Y,N,N,N,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,N,Y
41014009,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y
41014021a,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,N,N
41014021b,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y
41014023,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
41014041,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,Y
41014064,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
41015014,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y
41015034,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N
41015046,Y,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y
41016002,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
41016006a,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y
41016006b,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y
41016008,N,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y
41016010,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N
41016011,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
41016014a,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
41016014b,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
41016019,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
42001001a,N,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y
42001001b,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N
42001003,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y
42001013,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y
42001017,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y
42001019,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y
42001020,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
42001025,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y
42001030,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y
42001034,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,Y,N,Y
42001036,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
42001048,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42001049,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y
42001054,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y
42001068a,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y
42001068b,Y,N,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
42002015,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N
42002017,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y
42002020a,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N
42002020b,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y
42002030,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42002037,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N
42002039,Y,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y
42002048a,Y,N,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42002048b,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N
42003019,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y
42004006,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,Y
42004013,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y
42004018,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,Y
42004034,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y
42004035,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y
42005002,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y
42005026,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y
42006024,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y
42007016a,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y
42007016b,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y
42007016c,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y
42007016d,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y
42007022a,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
42007022b,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
42007045,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y
42008002a,Y,N,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,Y,Y
42008002b,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y
42008012,Y,N,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,N,Y
42008027,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N
42008030,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y
42008035,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N
42008039a,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y
42008039b,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
42008048,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,Y
42008056,Y,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y
42009008a,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y
42009008b,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y
42009010,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
42009019,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y
42009036,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
42010013a,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y
42010013b,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,Y
42010019,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y
42010022,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,Y
42010042,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
42011020,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
42011042,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y
42012003a,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y
42012003b,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
42012005,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y
42012039a,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y
42012039b,N,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y
42012039c,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y
42012051,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y
42013007a,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y
42013007c,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,Y
42013016,Y,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y
42013034,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
42014022,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
42015018,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42015021,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,Y
42015024,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y
42015027,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y
42015029a,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,N,Y
42015029b,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y
42015029c,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,Y
42015032,Y,N,N,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y
42016011,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N
42016012,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N
42017010a,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y
42017010b,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42017010c,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y
42017010d,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N
42017019,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,Y,Y,N,Y
42018021,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y
42018028,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y
42018029,Y,N,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y
42018042,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y
42019008,Y,N,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y
42019009,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,N,Y
42019015,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y
42019016,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y
42019018,Y,N,N,Y,N,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y
42019030,Y,N,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42019037,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y
42019046,Y,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y
42020039,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
42022015,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y
42022017,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y
42022022,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,Y,N,Y
42022028,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y
42022032,N,N,Y,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y
42022071,Y,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N
42023008,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y
42023014,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y
42023015,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y
42023022a,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42023022b,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42023041,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
42024001,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y
42024004,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y
42024006,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y
