TokenID,language,paradigm,mode,gold,pred,correct,DtExp,DtRes,DtUniv,DtDTAM,TLTS,TLAspPfv,TLMdIrr,ClNegPol,ClCntfcl,VcPass,ASTrns,ASUnrg,ASUncc,AktState,AktAct,AktAcc,AktAch
41016010,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
43017001,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42017019,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
44014025,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42004035,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42002020a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44015004,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
44020036,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
44007034b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43008020,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
43017012,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43008029,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
43004001,eng,participle,binary,1,1,True,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
43015009,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
43008033,eng,participle,binary,1,1,True,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
41016006a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
43011032a,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
43015022a,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
43012034,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44028021b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
44005009,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42004018,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44026024,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44025025b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43015024a,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0
44012025,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42019015,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
43005037a,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
43020013,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42001048,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
41015014,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
44004020b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42015024,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
40021016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
44019012,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40023023,eng,participle,binary,1,1,True,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40003017,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44009027b,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
43001034b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
44021033,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
44022015b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44003016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40019028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43015024b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44011013,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44010015,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
41002017,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40006005,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
44011018,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40028007a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43012028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44023022,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
43015015a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42001036,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44014026,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
44020013,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42003019,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
40017009,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42018042,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43012018,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
43004018,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
43011021a,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
44028025,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42012005,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
40028006,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42008035,eng,participle,binary,1,1,True,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1
40019006,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42006024,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44013033a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43003018b,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
40006016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43013038,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
42009019,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42012051,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40008010,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42012039b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
44015026,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
41003026,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43006045,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
44002030,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
42019037,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
43020012,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
43010029,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44023001,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41005034,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
40026065,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42023008,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
44019018,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1
43007046,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
42015029a,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
44028027b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43006039,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45003008,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43016033,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
44017031b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44025008,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
43003034,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43011017,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
44027024,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41005014,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
40007028,eng,participle,binary,1,1,True,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
43017025,eng,participle,binary,1,1,True,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43008057,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44023014b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42007045,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
44016036,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44024010,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
41014041,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42017010a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43020018,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45002012b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
40003002,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
44001007,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43019006,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40018031,eng,participle,binary,1,1,True,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
44007034a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
43012023,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43005022,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42019016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
41002012,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43020025,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42023015,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
44019026a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
42008030,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44007052b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
45003013,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
40018012,eng,participle,binary,1,1,True,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
45003017,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43017002a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40022031,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
40009033,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42001001a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
44004027,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43002010a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
41010052,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
44025012,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
41014023,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
41014021a,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0
42018029,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43011046,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
45003012b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
44024019,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
40011012a,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
42024001,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
40018013a,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
42007016a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42001068b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40020023,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
40014004,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41010028b,eng,participle,binary,1,1,True,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
43006029,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44008027,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44023012,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
44022029,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44023021,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
45003003,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
43015018,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44013002,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44015024a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
44027021,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1
42008002b,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44028027a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42010013b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
42018021,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43010018,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008002a,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
42015027,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42018028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41014064,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41015034,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44025011,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
44026032b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1
44004020a,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
41014005b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
44009013b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43017026,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42001034,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
42022032,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41010029,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42004006,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
41004029,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43014009b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
45005014,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
42008027,eng,participle,binary,1,1,True,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40011023b,eng,participle,binary,1,1,True,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
40011021b,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
40019011,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40005038,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
44007044b,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
42013007c,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44019026b,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43009018b,eng,participle,binary,1,1,True,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
42016012,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
40026047,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42023022b,eng,participle,binary,1,1,True,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44008025a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
43010032,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40015013,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
42009008a,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44020028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42009008b,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
44010033b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43005038,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42024030,eng,participle,binary,1,1,True,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
43016011,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
44017006b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43003024,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
44028021a,eng,participle,binary,1,1,True,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
40028020,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43003013,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42010019,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40011025b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40027004,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42001013,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40028018,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
41016014b,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
41010009,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44005026,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
43013015a,eng,participle,binary,1,1,True,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43005036,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45007006a,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
43017002b,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42024018,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
44015016,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
44013029,eng,participle,binary,1,1,True,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
40005027,eng,participle,binary,1,1,True,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43004010,eng,participle,binary,1,1,True,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1
43011039b,eng,participle,binary,1,1,True,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43003028,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
40015006,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
44016010,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
44009027c,eng,participle,binary,1,1,True,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
43011012,eng,participle,binary,1,1,True,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
