TokenID,language,paradigm,mode,gold,pred,correct,DtExp,DtRes,DtUniv,DtDTAM,TLTS,TLAspPfv,TLMdIrr,ClNegPol,ClCntfcl,VcPass,ASTrns,ASUnrg,ASUncc,AktState,AktAct,AktAcc,AktAch
42023008,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42012005,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
43004001,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
42009008a,deu,inf_prasens_prat,multiclass_required,prasens,prat,False,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
43009018b,deu,inf_prasens_prat,multiclass_required,prasens,prat,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40011012a,deu,inf_prasens_prat,multiclass_required,prasens,prat,False,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
41016014a,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42004035,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
43006046a,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
43003018b,deu,inf_prasens_prat,multiclass_required,prasens,prat,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
41009009a,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42002020a,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41006052,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
42005002,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
40014004,deu,inf_prasens_prat,multiclass_required,prat,prasens,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40018013a,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj2,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
42009008a,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
43009018b,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41016014a,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42004035,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj1,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
43006046a,deu,indikativ_konj1_konj2,multiclass_optional,konj2,indikativ,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
42009019,deu,indikativ_konj1_konj2,multiclass_optional,konj1,indikativ,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42024023,deu,indikativ_konj1_konj2,multiclass_optional,konj2,indikativ,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
41009009a,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42002020a,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40014004,deu,indikativ_konj1_konj2,multiclass_optional,indikativ,konj1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40018013a,deu,duerfen_koennen_moegen_muessen_sollen_wollen,multiclass_optional,0,koennen,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
42023015,deu,werden,binary,1,0,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
40011021b,deu,werden,binary,0,1,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
40009033,deu,werden,binary,1,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42014022,deu,werden,binary,0,1,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
42024034,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40018031,deu,werden,binary,0,1,False,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
40028006,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
43009018b,deu,werden,binary,1,0,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40011012a,deu,werden,binary,1,0,False,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
41016014a,deu,werden,binary,0,1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42024006,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42008056,deu,werden,binary,0,1,False,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
43003018a,deu,werden,binary,0,1,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
40001018,deu,werden,binary,0,1,False,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
40028007a,deu,werden,binary,1,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41009009a,deu,werden,binary,0,1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42002020a,deu,werden,binary,0,1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40003002,deu,werden,binary,0,1,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
43002010a,deu,werden,binary,1,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42012039c,deu,werden,binary,1,0,False,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
42005002,deu,werden,binary,0,1,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
40014004,deu,werden,binary,0,1,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
43008029,deu,haben_sein,multiclass_optional,haben,0,False,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
42023015,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
43009022,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
40011023b,deu,haben_sein,multiclass_optional,0,sein,False,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
40011021b,deu,haben_sein,multiclass_optional,haben,0,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
40009033,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
42024018,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
42010013b,deu,haben_sein,multiclass_optional,haben,0,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
40018013a,deu,haben_sein,multiclass_optional,0,haben,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1
42015027,deu,haben_sein,multiclass_optional,haben,sein,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42010013a,deu,haben_sein,multiclass_optional,sein,0,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
42023008,deu,haben_sein,multiclass_optional,0,haben,False,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
41016008,deu,haben_sein,multiclass_optional,haben,sein,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
42001036,deu,haben_sein,multiclass_optional,0,haben,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40024043a,deu,haben_sein,multiclass_optional,0,haben,False,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
41010028b,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
43009018b,deu,haben_sein,multiclass_optional,sein,haben,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41016014a,deu,haben_sein,multiclass_optional,haben,sein,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42004035,deu,haben_sein,multiclass_optional,0,haben,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
40008029,deu,haben_sein,multiclass_optional,haben,sein,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40015032,deu,haben_sein,multiclass_optional,0,sein,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42013016,deu,haben_sein,multiclass_optional,0,haben,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43003018b,deu,haben_sein,multiclass_optional,haben,sein,False,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
41009009a,deu,haben_sein,multiclass_optional,haben,sein,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42002020a,deu,haben_sein,multiclass_optional,haben,sein,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41006052,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
43002010a,deu,haben_sein,multiclass_optional,sein,haben,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42013007a,deu,haben_sein,multiclass_optional,0,haben,False,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42012039c,deu,haben_sein,multiclass_optional,0,haben,False,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
43005006,deu,haben_sein,multiclass_optional,haben,sein,False,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
40014004,deu,haben_sein,multiclass_optional,haben,sein,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
43008029,cmn,le_guo,multiclass_optional,guo,le,False,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
40005027,cmn,le_guo,multiclass_optional,guo,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40011023b,cmn,le_guo,multiclass_optional,0,le,False,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0
40028020,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43001018,cmn,le_guo,multiclass_optional,le,guo,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43007046,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
42001068a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40011021b,cmn,le_guo,multiclass_optional,le,0,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
40009033,cmn,le_guo,multiclass_optional,guo,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43011037,cmn,le_guo,multiclass_optional,le,0,False,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
42024018,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
42008048,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
41005032,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
42014022,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
40006005,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
42023022a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
43007031,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
42010013a,cmn,le_guo,multiclass_optional,le,0,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
42024034,cmn,le_guo,multiclass_optional,guo,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42012005,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
42001036,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42015021,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
42019046,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
41005018,cmn,le_guo,multiclass_optional,guo,0,False,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
43003013,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
40011025a,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
41004029,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41014009,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
43002010b,cmn,le_guo,multiclass_optional,guo,le,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
40028006,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42018021,cmn,le_guo,multiclass_optional,0,le,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
42017010c,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
42019018,cmn,le_guo,multiclass_optional,guo,le,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
43005038,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42017010a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43006045,cmn,le_guo,multiclass_optional,guo,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43009018b,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40006016,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43008057,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
41016014a,cmn,le_guo,multiclass_optional,guo,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42020039,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
43003034,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42018029,cmn,le_guo,multiclass_optional,le,guo,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42004035,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42008012,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42022015,cmn,le_guo,multiclass_optional,le,0,False,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
41014041,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40009008,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42006024,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42008056,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
42015029b,cmn,le_guo,multiclass_optional,0,le,False,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
43008033,cmn,le_guo,multiclass_optional,0,guo,False,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
43011012,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40005043,cmn,le_guo,multiclass_optional,guo,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40015032,cmn,le_guo,multiclass_optional,0,le,False,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
43007051,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
42013016,cmn,le_guo,multiclass_optional,0,le,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43011011,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43006046b,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42001019,cmn,le_guo,multiclass_optional,0,le,False,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
40001018,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
42007022b,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42024023,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
40017012,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40028007a,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
41009009a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42002020a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
41015034,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40012028,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43003024,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1
42007045,cmn,le_guo,multiclass_optional,le,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
43005022,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
41010029,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42023041,cmn,le_guo,multiclass_optional,0,guo,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
41002012,cmn,le_guo,multiclass_optional,guo,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
41006030,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
43002010a,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
42019009,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40006002,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
43006036,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43005037a,cmn,le_guo,multiclass_optional,guo,0,False,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
41003021,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42012039c,cmn,le_guo,multiclass_optional,0,le,False,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1
42005002,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
40022004,cmn,le_guo,multiclass_optional,le,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
40014004,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
42012003b,cmn,le_guo,multiclass_optional,0,le,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
43001018,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,0,yi,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
40011021b,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0
42010013b,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1
40006005,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
40019027,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42010013a,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
43004001,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
43003013,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
42018021,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
43009018b,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1
40028007b,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
40006016,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
43008057,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,0,yi,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
43003034,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
42018029,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,0,yi,False,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42008012,cmn,yi_yijing_zaojiu_zaoyi,multiclass_optional,yi,0,False,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
