verse_id,english_text
01026022,He moved on from there and dug another well . They did not quarrel over this one . So he named it Rehoboth Roomy . He said : » Now Jehovah has made room for us . We will prosper in this land . «
01026029,» that you will not harm us . We did not harm you . We were kind to you and let you go peacefully . Now it is clear that Jehovah has blessed you . «
01026032,That day Isaac’s servants told him about the well they dug . They said : » We have found water . «
01027006,Rebekah said to her son Jacob : » I have just heard your father speak to your brother Esau .
01027017,She gave her son Jacob the good-tasting meal and the bread she had prepared .
01027019,Jacob answered : » I am your older son Esau . I have done as you told me . Please sit up and eat some of the meat that I brought you . Then you can give me your blessing . «
01027027,"He came close and kissed him . He smelled the smell of his garments . Then he blessed him and said : » See , the smell of my son is like the smell of a field Jehovah has blessed . «"
01027031,"He also prepared a good-tasting meal and brought it to his father . Then he said to his father : » Please , Father , eat some of the meat I have hunted for you so that you will bless me . «"
01027035,Isaac responded : » Your brother deceived me . He has taken your blessing . «
01027036,Esau said : » This is the second time that he has cheated me . No wonder his name is Jacob . He took my rights as the firstborn son . Now he has taken my blessing . Have you saved a blessing for me ? «
01027037,"Isaac answered : » I have already made him master over you . I have made all his relatives his slaves . I have given him grain and wine . Now there is nothing that I can do for you , son ! «"
01027041,So Esau bore a grudge against Jacob because of the blessing with which his father had blessed him . Esau said to himself : » The days of mourning for my father are near . Then I will kill my brother Jacob . «
01027045,"» When your brother’s anger is gone and he has forgotten what you did to him , I will let you know . Then you may come back . Why should I lose both of you in one day ? «"
01028004,"» He will bless you and your descendants as he blessed Abraham . You may take possession of this land , in which you have lived and which God gave to Abraham ! «"
01028006,Esau found out that his father Isaac had blessed Jacob and had warned him not to marry any of the Canaanite women . He also learned that Jacob had been sent to find a wife in northern Syria .
01028015,"» Remember , I am with you . I will watch over you wherever you go . I will also bring you back to this land . I will not leave you until I do what I have promised you . «"
01029013,"As soon as Laban heard the news about his sister’s son Jacob , he ran to meet him . He embraced and kissed him and brought him into his home . Then Jacob told Laban all that had happened ."
01029025,» What have you done to me ? « Jacob asked Laban : » Did I work for you in return for Rachel ? Why did you cheat me ? «
01029032,"Leah became pregnant and gave birth to a son . She named him Reuben , because she said : » Certainly , Jehovah has seen my misery . Now my husband will love me ! «"
01029033,"She became pregnant again and gave birth to another son . She said : » Certainly , Jehovah has heard that I am unloved . He has also given me this son . « She named him Simeon ."
01029034,She became pregnant again and gave birth to another son . She said : » Now at last my husband will become attached to me because I have given him three sons . « She named him Levi .
01030001,"Rachel had not borne Jacob any children . As a result , she became jealous of her sister and said to Jacob : » Give me children , or I will die . «"
01030006,"Rachel named him Dan , because she said : » God has answered my prayers . He has vindicated me and given me a son . «"
01030008,"Rachel said : » I have struggled hard with my sister , and I have won ! « So she named the boy Naphtali ."
01030018,"Leah said : » God has given me my reward , because I gave my slave to my husband . « So she named him Issachar ."
01030020,"Leah said : » God has presented me with a wonderful gift . This time my husband will honor me , because I have given him six sons . « So she named him Zebulun ."
01030023,So she conceived and gave birth to a son . She said : » God has taken away my reproach . «
01030026,» Give me my wives and my children for whom I have served you . Let me depart . For you know how much service I have done for you . «
01030027,"But Laban said : » If now it pleases you , stay with me . I have observed that Jehovah has blessed me on your account . «"
01030029,Jacob responded : » You know how much work I have done for you and what has happened to your livestock under my care .
01030030,» The little that you had before I came has grown to a large amount . Jehovah has blessed you wherever I have been . When may I do something for my own family ? «
01030034,Laban answered : » I agree ; we will do as you have said . «
01031001,Jacob heard that Laban’s sons were saying : » Jacob has taken everything that belonged to our father . He has gained all his wealth from him . «
01031005,He said to them : » I have seen that your father’s attitude toward me is not as friendly as before . The God of my father has been with me .
01031006,» You both know that I have worked for your father with all my strength .
01031007,"» Yet he has cheated me . He changed my wages ten times . However , God did not let him harm me . «"
01031009,» This way God has taken sheep and goats from your father and given them to me .
01031012,"» He said , ‘ Look up and see , now please , that all the male goats that are mating are striped , speckled , or spotted , because I have seen everything that Laban is doing to you ."
01031018,He drove all his livestock ahead of him . He took all the possessions that he had accumulated . He took his own livestock that he had accumulated in Paddan-aram and went back to his father Isaac in Canaan .
01031022,"Three days after he left , Laban was told that Jacob had fled ."
01031027,"» Why did you deceive me and slip away without telling me ? If you had told me , I would have sent you on your way with rejoicing and singing to the music of tambourines and harps ."
01031030,» It appears that you are going because your heart’s desire is for your father’s house . But why have you taken my gods ? «
01031032,"» As for your gods , if anyone of us has them , let him be put to death . Make a search in front of us all for what is yours , and take it . « Jacob had no knowledge that Rachel had taken them ."
01031035,"Rachel said to her father : » Do not be angry , Father , but I cannot get up to greet you . I am having my period . « So even though Laban had made a thorough search , he did not find the idols ."
01031036,Jacob lost his temper . » What crime have I committed ? « he asked angrily . » What law have I broken that gives you the right to hunt me down ?
01031037,"» Now that you have searched through all my belongings , what household article have you found that belongs to you ? Put it out here where your men and mine can see it . Let them decide which one of us is right ."
01031038,» I have been with you now for twenty years . Your sheep and your goats have not failed to reproduce . I have not even eaten any rams from your flocks .
01031041,» I have been in your house twenty years ! I was your servant for fourteen years because of your daughters . I kept your flock for six years . You changed my wages ten times .
01031042,"» If the God of my father , the God of Abraham , out of respect for Isaac , had not been with me , you would have sent me away empty-handed by now . God has seen my misery and hard work . Last night he made it right ! «"
01031051,Laban also said to Jacob : » Here is the pile of stones . Here is the marker that I have set up between you and me .
01032004,"He informed them to say : » Your obedient servant , Jacob , reports to my master Esau that I have been staying with Laban and that I have delayed my return until now ."
01032010,» I am less than nothing in comparison with all your love and your faithfulness to me your servant . I only had a stick in my hand when I traveled across Jordan . Now I have become two armies .
01032013,Jacob stayed there that night . Then he prepared a gift for his brother Esau from what he had brought with him :
01032026,"He said to him : » Let me go now , for the dawn is near . « But Jacob said : » I will not let you go till you have given me your blessing . «"
01032028,"The man said : » Your name will no longer be Jacob , but Israel He Struggles With God , because you have struggled with God and with men — and you have won . «"
01032030,"Jacob named that place Peniel Face of God , because he said : » I have seen God face to face , yet my life was saved . «"
01033005,Esau looked around and saw the women and the children . He asked : » Who are these people with you ? « Jacob answered : » These are the children whom God has been good enough to give me . «
01033011,"» Take my offering then , with my blessing . God has been very good to me and I have enough . « So at his strong request , he took it ."
01034005,"Jacob learned that his daughter had been disgraced . Since his sons were out in the fields with his livestock , he did nothing until they came back ."
01034007,"About that time Jacob’s sons were coming in from the fields . When they heard about it , they were shocked and furious that Shechem had done such a thing . He had insulted the people of Israel by raping Jacob’s daughter ."
01034008,Hamor said to him : » My son Shechem has fallen in love with your daughter . Please let him marry her .
01034025,"Three days later the men who had been circumcised were still weak from pain . So Simeon and Levi , two of Dinah’s brothers , attacked with their swords and killed every man in town ."
01034027,"The sons of Jacob came upon the slain . They plundered the city , because their sister had been defiled ."
01034030,"Then Jacob said to Simeon and Levi : » You have brought trouble on me by making me loathsome to the inhabitants of the land , the Canaanites and the Per ’ izzites . My numbers are few . If they gather themselves against me and attack my household I will be destroyed . «"
01035003,"» After that let us go to Bethel . I will make an altar there to God , who answered me when I was troubled and who has been with me wherever I have gone . «"
01035013,Then God went up from him at the place where he had spoken with him .
01035014,"So Jacob set up a memorial , a stone marker , to mark the place where God had spoken with him . He poured a wine offering and olive oil on it ."
01035015,Jacob named the place where God had spoken with him Bethel House of God .
01035027,"Jacob came home to his father Isaac , to Mamre’s city , Kiriath-arba Hebron . Abraham and Isaac had lived there for a while ."
01036006,"Then Esau took his wives , his sons , his daughters , and all the persons of his household , his cattle and all his animals , and all his goods which he had gained in the land of Canaan , and went to a country away from the presence of his brother Jacob ."
01037001,"Jacob continued to live in the land of Canaan , where his father had lived ."
01037003,Jacob Israel loved Joseph more than all his sons because Joseph had been born in Israel’s old age . So he made Joseph a special multicolored robe with long sleeves .
01037033,"He recognized it and said : » Yes , it is his ! Some wild animal has killed him . My son Joseph has been torn to pieces ! «"
01038011,"Judah said to his daughter-in-law Tamar : » Return to your father’s house and remain a widow until my son Shelah grows up . « He said this because he was afraid that Shelah would be killed , as his brothers had been . So Tamar went back home ."
01038014,She realized that Shelah was now a grown man . She had not been allowed to marry him . So she decided to dress in something other than her widow’s clothes and to cover her face with a veil . Then she sat outside the town of Enaim on the road to Timnah .
01038021,He asked the men : » Where is the temple prostitute who was by the road at Enaim ? « They said : » There has been no temple prostitute here . «
01038022,"So he went back to Judah and said : » I did not find her . Besides , the men who lived there said there has not been any temple prostitute here . «"
01038029,"When he drew back his hand , his brother came out . She said : » So this is how you have broken out ! « He was named Perez ."
01039001,"Joseph had been taken to Egypt . Potiphar , one of Pharaoh’s Egyptian officials and captain of the guard , bought him from the Ishmaelites who had taken him there ."
01039008,"He refused , and said to her : » My master does not have to concern himself with anything in the house , because I am here . He has put me in charge of everything he has ."
01039009,» No one in this house is greater than I . He has kept nothing back from me except you . You are his wife . How could I do such a wicked thing and sin against God ? «
01039013,"When she realized that he had gone but had left his coat behind ,"
01040004,"The captain of the guard assigned them to Joseph . He took care of them . After they had been confined for some time ,"
01040015,» I was in fact kidnapped from the land of the Hebrews . And here I have done nothing that they should have put me into the dungeon . «
01040016,"When the chief baker saw that he had interpreted favorably , he said to Joseph : » I also saw in my dream three baskets of white bread on my head ."
01040022,"He did indeed hang the chief baker , just as Joseph had interpreted to them ."
01041007,The thin heads of grain swallowed the full ones . The king woke up and realized that he had been dreaming .
01041008,The king was upset the next morning . So he called his magicians and wise men and told them what he had dreamed . None of them could tell him what the dreams meant .
01041019,"» Next , seven skinny , bony cows came up out of the river . I have never seen such terrible looking cows anywhere in Egypt ."
01041021,"» Even though they had eaten the fat cows , no one could tell they had eaten them . They looked just as sick as before . Then I woke up ."
01041025,Joseph said to Pharaoh : » Pharaoh had the same dream twice . God has told Pharaoh what he is going to do .
01041028,» It is just as I said to Pharaoh . God has shown Pharaoh what he is going to do .
01041032,» The reason Pharaoh has had a recurring dream is because the matter has been definitely decided by God . He will do it very soon .
01041035,"» Have them collect all the food during these good years . Store up grain under Pharaoh’s control , to be kept for food in the cities ."
01041039,The king said to Joseph : » God has shown you all this . Therefore it is obvious that you have greater wisdom and insight than anyone else .
01041052,"He named the second son Ephraim , because God made him fruitful in the land where he had suffered ."
01041054,"The seven years of famine began , just as Joseph had said . There was famine in every other country , but there was food throughout Egypt ."
01042002,"He said : » I have heard that there is grain in Egypt . Go down there and buy some for us from that place , so that we may live and not die . «"
01042009,He remembered the dreams he had dreamed about them and said : » You are spies ! You have come to find out where our country is weak . «
01042010,"» No ! « they answered . » We have come as your slaves , to buy food ."
01042012,Joseph said to them : » No ! You have come to find out where our country is weak . «
01042021,"They said to one another : » Truly we are guilty concerning our brother , because we saw his distress when he pleaded with us , yet we would not listen . Therefore this distress has come upon us . «"
01042028,He said to his brothers : » My money has been put back ! It is right here in my sack ! « They wanted to die . They trembled and turned to each other and asked : » What has God done to us ? «
01042029,They came to their father Jacob in Canaan . Then they told him all that had happened to them . They said :
01043006,Israel asked : » Why have you made trouble for me by telling the man you had another brother ? «
01043010,"» If we had not waited so long , we could have made this trip twice by now . «"
01043021,"» When we stopped for the night , we each found in our grain sacks the exact amount we had paid . We have brought that money back ."
01043023,"» It is all right , « the servant replied . » Do not worry . The God you and your father worship must have put the money there , because your money came first to me . « Then he brought Simeon out to them ."
01043025,The brothers prepared their gifts so they could give them to Joseph at noon . For they had heard they were going to eat there .
01043026,Joseph came home and they gave him the gifts they had brought . They bowed down to him .
01044004,"They just left the city and were not far off , when Joseph said to the man in charge of his house : » Follow the men and when you overtake them , say to them : ‘ Why have you repaid evil for good ?"
01044005,» ‘ Is this the cup that my master drinks from and that he uses for telling the future ? What you have done is evil ! ’ «
01044007,"They answered him : » What do you mean , Sir , by talking like this ? We swear that we have done no such thing ."
01044010,» Good ! « the man replied . » I would do what you have said . But only the one who has the cup will become my slave . The rest of you can go free . «
01044015,He asked them : » What have you done ? Did you not know I could find out ? «
01044016,"» Sir , what can we say ? « Judah replied . » How can we prove we are innocent ? God has shown that we are guilty . And now all of us are your slaves , especially the one who had the cup . «"
01044028,"» ‘ One has already left me . He must have been torn to pieces by wild animals , because I have not seen him since he left ."
01045006,» The famine has been in the land for two years . There will be five more years without plowing or harvesting .
01045008,"» It was not you who sent me here , but God . He has made me like a father to Pharaoh . He made me lord over his entire household , and ruler of Egypt ."
01045009,"» Hurry back to my father and tell him , ‘ This is what your son Joseph says : » God has made me lord of Egypt . Come here to me immediately !"
01045013,» You must tell my father of my entire splendor in Egypt . Tell him all that you have seen . Hurry and bring my father down here . «
01045016,"When the news reached the palace that Joseph’s brothers had come , the king and his officials were pleased ."
01045021,"The sons of Israel did as they were told . Joseph gave them wagons filled with food for the trip , as the king had ordered ."
01045027,"Then they told him everything Joseph said . When he saw the wagons Joseph had sent , he felt much better ."
01046001,Jacob Israel packed up everything he owned and left for Egypt . On the way he stopped near the town of Beer-sheba and offered sacrifices to the God his father Isaac had worshiped .
01046005,"Jacob left Beer-sheba . Israel’s sons put their father Jacob , their children , and their wives in the wagons Pharaoh had sent to bring him back ."
01046006,They took their livestock and the possessions they had acquired in Canaan . Jacob and all his family arrived in Egypt .
01046030,Jacob said to Joseph : » Now I am ready to die . Now that I have seen you and know that you are still alive . «
01046031,"Joseph said to his brothers and the rest of his father’s family : » I must go and tell the king that my brothers and all my father’s family , who were living in Canaan , have come to me ."
01046032,» I will tell him that you are shepherds and take care of livestock . And that you have brought your flocks and herds and everything else that belongs to you .
01046034,"» Be sure to tell him that you have taken care of livestock all your lives , just as your ancestors did . In this way he will let you live in the region of Goshen . Joseph said this because Egyptians will have nothing to do with shepherds consider shepherds loathsome ."
01047001,"Joseph took five of his brothers and went to the king . He told him : » My father and my brothers have come from Canaan with their flocks , their herds , and all that they own . They are now in the region of Goshen . «"
01047004,» We have come to live in this country . The famine is so severe in the land of Canaan that there is no pasture for our flocks . Please give us permission to live in the region of Goshen . «
01047005,"The king said to Joseph : » Now that your father and your brothers have arrived ,"
01047009,"Jacob answered : » My life of wandering has lasted a hundred and thirty years . Those years have been few and difficult , unlike the long years of my ancestors in their wanderings . «"
01047011,Joseph settled his father and his brothers in Egypt . He gave them property in the best of the land near the city of Rameses . This was as the king had commanded .
01047023,Joseph said to the people : » I have now bought you and your lands for the king . Here is seed for you to sow in your fields .
01047025,They answered : » You have saved our lives . You have been good to us . We will be the king’s slaves . «
01048002,Jacob was told that his son Joseph had come to see him . He gathered his strength and sat up in bed .
01048009,"» They are my sons . God has given them to me here in Egypt . « » Bring them to me , « Jacob said . » I want to give them my blessing . « Joseph brought the boys to him ."
01048015,"Jacob blessed Joseph . He said : » May God , in whose presence my grandfather Abraham and my father Isaac walked , may this God who has been my shepherd all my life to this very day ,"
01048017,Joseph saw that his father had put his right hand on Ephraim’s head . Joseph did not like it . So he took his father’s hand in order to move it from Ephraim’s head to Manasseh’s .
01050005,"» When my father was about to die , he made me promise him that I would bury him in the tomb that he had prepared in the land of Canaan . Please , let me go and bury my father . Then I will come back . «"
01050012,Jacob’s sons did as he had commanded them .
02002011,"After Moses had grown up , he went out to where his own people his brothers were hard at work . He saw an Egyptian beating one of them ."
02002014,The man replied : » Who made you a prince or a judge over us ? Are you intending to kill me as you killed the Egyptian ? « Moses was afraid and said : » Surely the matter has become known . «
02002020,"He asked his daughters : » Where is he ? Why have you left the man ? Call him , that he may eat bread . «"
02002022,"She bore a son , and he called his name Gershom . For he said : » I have been a stranger in a strange land . «"
02003007,Jehovah said : » I have seen how my people are suffering as slaves in Egypt . I have heard them beg for my help because of the way they are being mistreated . I feel sorry for them .
02003008,"» I have come down to rescue them from the Egyptians . I will bring my people out of Egypt into a country where there is good land , rich with milk and honey . I will give them the land where the Canaanites , Hittites , Amorites , Perizzites , Hivites , and Jebusites now live ."
02003009,» My people have begged for my help . I have seen how cruel the Egyptians are to them .
02003012,"God said : » I will be with you ! This shall be the sign to you that it is I who have sent you : when you have brought the people out of Egypt , you shall worship God at this mountain . «"
02003013,"Then Moses said to God : » Behold , I am going to the sons of Israel . I will say to them : ‘ The God of your fathers has sent me to you . ’  ’ Now they may ask me : ‘ What is His name ? ’ ’ What shall I say to them ? ’ «"
