TokenID,ASTrns_KD,ASTrns_annotations_30,ASTrns,ASUncc_KD,ASUncc_annotations_30,ASUncc,ASUnrg_KD,ASUnrg_annotations_30,ASUnrg,AktAcc_KD,AktAcc_annotations_30,AktAcc,AktAch_KD,AktAch_annotations_30,AktAch,AktAct_KD,AktAct_annotations_30,AktAct,AktSemel_KD,AktSemel_annotations_30,AktSemel,AktState_KD,AktState_annotations_30,AktState,ClCntfcl_KD,ClCntfcl_annotations_30,ClCntfcl,ClNegPol_KD,ClNegPol_annotations_30,ClNegPol,DtDTAM_KD,DtDTAM_annotations_30,DtDTAM,DtExp_KD,DtExp_annotations_30,DtExp,DtRes_KD,DtRes_annotations_30,DtRes,DtUniv_KD,DtUniv_annotations_30,DtUniv,TLAspPfv_KD,TLAspPfv_annotations_30,TLAspPfv,TLMdIrr_KD,TLMdIrr_annotations_30,TLMdIrr,TLTS_KD,TLTS_annotations_30,TLTS,VcPass_KD,VcPass_annotations_30,VcPass
41004029,0,0,Y,1,1,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
41006052,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,1,N,0,0,Y,0,0,Y,1,0,N,0,0,Y,1,1,Y,0,,N,0,0,Y,0,1,N,1,0,N,0,1,N,0,0,Y,1,1,Y,0,0,Y
41010028a,1,0,N,0,0,Y,0,1,N,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
41014005a,1,0,N,0,1,N,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,1,1,Y,0,0,Y,1,1,Y
41015046,1,0,N,0,1,N,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,1,1,Y,1,1,Y
42001001a,1,0,N,0,0,Y,0,1,N,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,1,1,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
42001036,0,1,N,0,0,Y,1,0,N,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
42002030,1,1,Y,0,0,Y,0,0,Y,0,0,Y,1,0,N,0,0,Y,0,0,Y,0,1,N,0,0,Y,0,0,Y,0,,N,1,0,N,0,1,N,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
42004035,1,1,Y,0,0,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y
42007045,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,1,N,1,0,N,0,0,Y,0,0,Y,0,0,Y,1,1,Y,0,,N,0,0,Y,0,1,N,1,0,N,0,1,N,0,0,Y,0,0,Y,0,0,Y
42008056,1,1,Y,0,0,Y,0,0,Y,0,1,N,1,0,N,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,1,0,N,0,1,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,1,0,N
42010042,1,1,Y,0,0,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
42013007a,0,0,Y,1,0,N,0,1,N,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y
42015029a,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,0,0,Y,1,1,Y,0,1,N,0,0,Y,0,0,Y,0,0,Y
42017019,1,1,Y,0,0,Y,0,0,Y,0,1,N,1,0,N,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
42019030,1,0,N,0,1,N,0,0,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y,1,1,Y,0,,N,1,1,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
42023008,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,0,0,Y,1,1,Y,1,0,N,0,0,Y,1,1,Y,0,0,Y
42024023,1,1,Y,0,0,Y,0,0,Y,1,0,N,0,0,Y,0,0,Y,0,0,Y,0,1,N,0,0,Y,0,0,Y,0,,N,1,0,N,0,1,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y
43002010a,1,0,N,0,0,Y,0,1,N,1,0,N,0,0,Y,0,1,N,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,,N,0,0,Y,1,1,Y,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
43003032b,1,1,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,1,0,N,0,0,Y,0,1,N,0,0,Y,0,0,Y,0,,N,1,0,N,0,1,N,0,0,Y,1,1,Y,0,0,Y,0,0,Y,0,0,Y
