TokenID,FullText,Target,run_id,provider,model_name,feature_name_x,annotation,confidence,explanation,feature_name_y
40011012b,"» From the days of John the Baptist until now , the kingdom of heaven has been man’s goal , and men of violence have attempted to take it by force .",have attempted,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'attempted' denotes a bounded activity or process where the focus is on having undergone the experience, not on a persisting result.",DtExp
40011021a,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",had been done,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The sentence describes a hypothetical situation where mighty works would have led to repentance, focusing on the potential result rather than a life history entry.",DtExp
40011021b,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",would have repented,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'would have repented' expresses a hypothetical event in the past, focusing on the potential occurrence of the experience of repenting, which aligns with the intuition of DtExp.",DtExp
40011023a,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",had been done,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'had been done' expresses a hypothetical situation where mighty works occurred in Sodom, focusing on the occurrence of the event in Sodom's history, thus instantiating the DtExp feature.",DtExp
40011023b,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",would have remained,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The target does not contain explicit frequency adverbs, is not a negative perfect, and does not denote perception/communication or a bounded activity focusing on experience; instead, it describes a hypothetical state of remaining until this day, not a life history entry.",DtExp
40011025a,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have hidden,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'have hidden' denotes perception or communication where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer, thus instantiating the DtExp feature.",DtExp
40011025b,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have revealed,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'have revealed' denotes communication where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer.",DtExp
40011027,"» All things have been delivered to me from my Father . Only the Father knows the Son , and only the Son knows the Father . The Son tells others about the Father so that they can know him too .",have been delievered,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The sentence 'All things have been delivered to me from my Father' introduces a result state where the speaker now possesses all things, rather than focusing on the experience of the delivery itself, thus it is not experiential.",DtExp
40012007a,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",had known,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'had known' denotes perception where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer, thus instantiating DtExp.",DtExp
40012007b,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",would not have condemned,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'would not have condemned' is a negative Perfect, which functions as a claim about the absence of the event in the subject's history.",DtExp
40012018,» Look ! My servant whom I have chosen . I am well pleased with him . I will put my Spirit upon him and he will declare judgment to the nations .,have chosen,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'have chosen' focuses on the occurrence of the experience at least once in the subject's life history, rather than on a persisting result.",DtExp
40012028,"» But if I cast out demons by God’s Spirit , then the kingdom of God has come to you .",has come,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The gram 'has come' introduces a current state of affairs, indicating that the kingdom of God is now present, rather than focusing on a past experience, thus it does not instantiate DtExp.",DtExp
40013051,» Have you understood all these things ? « They said to him : » Yes . «,have understood,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb denotes perception or communication where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer.",DtExp
40013052,"And he said to them : » Every scribe journalist writer who has been made a disciple to the kingdom of heaven is like a man that is a householder , who brings out of his treasure things new and old . «",has been made,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has been made a disciple' introduces a resulting state of being a disciple, rather than focusing on the experience of becoming one.",DtExp
40014004,For John had said to him : » It is not lawful for you to have her . «,had said,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'said' denotes communication where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer.",DtExp
40015006,» You say there is no need for him to give honor to his father . You have invalidated the word of God because of your tradition !,have invalidated,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have invalidated' is a negative Perfect, which functions as a claim about the absence of the event in the subject's history.",DtExp
40015013,In answer he replied : » Every plant my Father in heaven has not planted in the earth will be pulled out by the roots .,has not planted,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'has not planted' is a negative Perfect, which functions as a claim about the absence of the event in the subject's history.",DtExp
40015032,"Jesus called his disciples and said : » I feel compassion for the people , because they have remained with me now three days and have nothing to eat . I do not want to send them away hungry , for they might faint on the way . «",have remained,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The verb 'have remained' describes a state of being that persists, rather than a single event in the subject's life history, so it does not instantiate DtExp.",DtExp
40017009,"When they came down from the mountain , Jesus commanded them not to tell anyone what they saw , until the Son of man has risen from the dead .",has risen from the dead,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has risen from the dead' introduces a result state (being resurrected) that is relevant for subsequent discourse, thus it does not focus on the experience of rising from the dead as a life-history entry.",DtExp
40017012,» I tell you that Elijah has come . They did not know him and treated him badly as they pleased . They will do the same with the Son of man . «,has come,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The gram 'has come' introduces a current state of affairs, not an entry in the subject's life history.",DtExp
40018012,"» What do you think ? A man has a hundred sheep , and one of them has gone wandering away . Will he leave the ninety-nine and go in search of the wandering one ?",has gone wandering,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'has gone wandering' denotes a bounded activity or process where the focus is on having undergone the experience, not on a persisting result, and thus instantiates DtExp.",DtExp
40018013a,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",would have (been filled with joy),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The target does not contain explicit frequency adverbs, is not a negative perfect, and does not denote perception/communication or a bounded activity focusing on experience; it describes a hypothetical state, not a life history entry.",DtExp
40018013b,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",had stayed,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,medium,"The clause does not contain explicit frequency adverbs, is not a negative Perfect, and the verb 'stay' does not denote perception/communication or a bounded activity focusing on experience; the resulting state of staying is relevant, so it is not experiential.",DtExp
40018015,"» If your brother does wrong to you , go to him in private . Clearly explain his error between you and him . If he listens to you , you have gained your brother back .",have gained back,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The gram 'have gained back' introduces a result state, where the subject has regained their brother, rather than focusing on the experience of gaining back at least once.",DtExp
40018031,"» When the other servants saw what happened , they were very sad . They told their lord what had been done .",had been done,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The clause describes a past event with a resulting state relevant to the narrative, indicating a non-experiential reading.",DtExp
40019006,"» So they are no longer two , but one flesh . What God has joined together , let no man pull apart separate ! «",has joined together,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has joined together' introduces a current state of affairs, indicating a result state rather than a life-history entry.",DtExp
40019011,"He said : » This does not apply to everyone , only to those God has given it to .",has given,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'has given' focuses on the occurrence of the event in the subject's life history, indicating whether God has given it to them at least once.",DtExp
40019012,"» For there are men who , from birth , were without sex . There are some who were made that way by men . There are others who have made themselves so for the kingdom of heaven . He who is able to accept this let him accept it . «",have made (themselves without sex),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have made' denotes a bounded activity or process where the focus is on having undergone the experience, not on a persisting result, thus instantiating DtExp.",DtExp
40019020,The man said to him : » I have done all these things ; what more is there ? «,have done (all these things),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have done' focuses on the occurrence of having done 'all these things' at least once in the subject's life history, aligning with the intuition and the 'bounded activity or process' condition in the set_to_1_if CRI.",DtExp
40019027,"Then Peter said : » See , we have given up everything to follow you . What then will we have ? «",have given up,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have given up' indicates a bounded activity where the focus is on having undergone the experience of giving up everything, not on a persisting result, thus instantiating the DtExp feature.",DtExp
40019028,"Jesus replied : » Truly I say to you , when all things are made new , and the Son of man is seated in his glory , you who have come after me will be seated on twelve seats , judging the twelve tribes of Israel .",have come,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The gram 'have come' introduces a current state of affairs, indicating a physical change of location that persists at reference time, rather than focusing on a life-history entry.",DtExp
40019029,"» Everyone who has given up houses , or brothers , or sisters , or father , or mother , or child , or land , for my name , will receive many times as much , and have everlasting life .",has given up,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'has given up' functions as a claim about the absence of the event in the subject's history, which is a negative perfect, thus instantiating the DtExp feature.",DtExp
40020007,» They said : ‘ No man has given us work . ’ ’ He told them to go work with the rest in the vineyard .,has given work,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'has given work' functions as a claim about the absence of the event in the subject's history, which is a negative Perfect.",DtExp
40020012a,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have done (work),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have done' denotes a bounded activity or process where the focus is on having undergone the experience, not on a persisting result.",DtExp
40020012b,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have made (them) equal,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'made' denotes a bounded activity or process where the focus is on having undergone the experience, not on a persisting result.",DtExp
40020012c,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have undergone (the hard work...),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'have undergone' denotes a bounded activity or process where the focus is on having undergone the experience, not on a persisting result.",DtExp
40020023,"They said : » We are able . « » Truly , you will take of my cup , « he said . » But to be seated at my right hand and at my left is not for me to give . It is for those for whom it has been prepared by my Father . «",has been prepared,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has been prepared' introduces a result state, indicating a condition or arrangement made by the Father, rather than focusing on the experience of preparation itself.",DtExp
40021016,"» Have you any idea what these people are saying ? « Jesus answered : » Yes . It is written , ‘ From the lips of children and babies at the breast you have made your praise complete . ’ «",have made (your praise complete),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have made' focuses on the occurrence of an experience at least once, fitting the intuition of DtExp and aligning with the 'perception or communication' criterion in set_to_1_if.",DtExp
40021042a,"Jesus said to them : » Have you read the Scriptures , ‘ The stone the builders rejected has been made the chief cornerstone of the building . This was Jehovah’s doing , and it is wonderful in our eyes . ’",have read,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have read' functions as a question about the occurrence of an experience at least once, focusing on whether they have read the Scriptures as an entry in their life history.",DtExp
40021042b,"Jesus said to them : » Have you read the Scriptures , ‘ The stone the builders rejected has been made the chief cornerstone of the building . This was Jehovah’s doing , and it is wonderful in our eyes . ’",has been made (chief cornerstone...),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has been made' introduces a current state of affairs, where the stone is now the chief cornerstone, rather than focusing on the experience of the stone being made the cornerstone as part of its history.",DtExp
40022004,"» Again he sent out other servants with orders to say to the guests , ‘ I have prepared my feast . Oxen and fat livestock are butchered and everything is ready , so come to the feast . ’",have prepared,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The clause 'I have prepared my feast' focuses on the occurrence of the preparation as an event in the speaker's history, rather than a resulting state.",DtExp
40022031,"» Concerning the resurrection of the dead , have you read that which was spoken to you by God ?",have read,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'read' denotes perception or communication where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer.",DtExp
40022034,The Pharisees assembled together when they heard that he had put the Sadducees to silence .,had put to silence,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'had put to silence' describes a bounded activity where the focus is on having undergone the experience, not on a persisting result, thus instantiating the DtExp feature.",DtExp
40023023,"» Woe to you , scribes and Pharisees , hypocrites ! You tithe mint and dill and cumin , and have left undone the weightier matters of the law : justice , mercy and faith . You should do both and leave nothing undone .",have left undone,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram is a negative Perfect ('have left undone'), which functions as a claim about the absence of the event in the subject's history.",DtExp
40023030,» You claim that you would not have been involved with your fathers when they spilled the blood of the prophets .,would not have been involved,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram is a negative Perfect ('would not have been involved'), which functions as a claim about the absence of the event in the subject's history.",DtExp
40024043a,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",had known,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'had known' is a past perfect form of a verb denoting perception, focusing on the occurrence of an experience at least once in the subject's history.",DtExp
40024043b,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",would have watched,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The conditional 'would have watched' does not indicate a completed experience in the subject's life history, but rather a hypothetical action that did not occur, so it does not satisfy the criteria for DtExp.",DtExp
40024043c,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",would not have been vandalized,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram is a negative Perfect ('would not have been vandalized'), which functions as a claim about the absence of the event in the subject's history.",DtExp
40025021,"» His lord said : ‘ Well done , good and faithful servant . You have been faithful over a few things , so I will put you in charge of many things . Enter into the joy of your lord . ’",have been faithful,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'have been faithful' introduces a state of being that persists, rather than focusing on the occurrence of an experience at least once, thus not satisfying the criteria for DtExp.",DtExp
40025027a,» ‘ You should have put my money in the bank . I should have received my money back plus interest .,should have put,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'should have put' expresses a past action that the speaker believes should have occurred, focusing on the occurrence of the experience at least once in the subject's history.",DtExp
40025027b,» ‘ You should have put my money in the bank . I should have received my money back plus interest .,should have received,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The target gram 'should have received' expresses the speaker's expectation of having undergone the experience of receiving money back plus interest, focusing on the occurrence of the experience rather than a resulting state.",DtExp
40026001,"When Jesus had finished talking , he said to his disciples :",had finished talking,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'had finished talking' denotes a bounded activity where the focus is on having undergone the experience of finishing talking, not on a persisting result.",DtExp
40026009,» This ointment could have been sold for much and the money given to the poor . «,could have been sold,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The target 'could have been sold' does not contain explicit frequency adverbs, is not a negative perfect, and does not denote perception/communication or a bounded activity focusing on experience; it describes a potential action and its hypothetical result, not an entry in the subject's life history.",DtExp
40026024a,» It is written that the Son of man will depart . The man who betrays him will experience much grief . It would have been better if that man had not been born . «,would have been better,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram expresses a hypothetical past event ('would have been better if that man had not been born') focusing on the absence of the event in the subject's history, which aligns with the negative perfect condition.",DtExp
40026024b,» It is written that the Son of man will depart . The man who betrays him will experience much grief . It would have been better if that man had not been born . «,had not been born,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'had not been born' is a negative Perfect, which functions as a claim about the absence of the event in the subject's history.",DtExp
40026047,"As he spoke , Judas , one of the twelve , followed by a crowd carrying swords and spears , approached him . The chief priest and elders of the people had sent them .",had sent,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The event 'had sent' sets the scene for the next plot point, indicating a non-experiential use as the resulting state of the event is relevant for subsequent discourse (edge case).",DtExp
40026056,» This has taken place so that the writings of the prophets will come true . « Then all his disciples left him .,has taken place,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has taken place' introduces a current state of affairs, indicating that something has happened to fulfill the prophets' writings, rather than focusing on the experience of the event in the subject's life history.",DtExp
40026065,Then the high priest ripped his robes apart and said : » He has said evil against God ! Why do we need more witnesses ? You have heard his words of blasphemy ! «,have heard,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'have heard' denotes perception where the focus is on the occurrence of an experience at least once, rather than on a resulting state or transfer.",DtExp
40027004,He said : » I have done wrong in giving a righteous man to you . «,have done wrong,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have done wrong' functions as a claim about the occurrence of the event in the subject's history, fitting the intuition and the 'negative Perfect' condition in set_to_1_if.",DtExp
40027019,"While he was seated in judgment his wife sent a message to him . She said , » Do not judge that righteous man . I have had much trouble this day in a dream because of him . «",have had much trouble,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have had much trouble' focuses on the occurrence of an experience (trouble) in the subject's life history, aligning with the intuition and the 'bounded activity or process' condition in set_to_1_if.",DtExp
40027023,» What evil has he done ? « Pilate asked . But they shouted : » Impale him ! «,have done evil,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have done evil' is a question about whether the subject has ever done evil, focusing on the occurrence of the experience at least once, which aligns with the intuition and the 'set_to_1_if' condition related to entry in subject's life history.",DtExp
40027046,"About the ninth hour Jesus cried with a loud voice , » Eli , Eli , lama sabachthani ? « Which translated means : » My God , my God , why have you forsaken me ? «",have foresaken,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'have foresaken' is a negative Perfect, which functions as a claim about the absence of the event in the subject's history.",DtExp
40027060,"He laid it in his own new tomb , which he had cut out of the rock . Then he rolled a great stone in front of the door of the tomb , and departed .",had cut out of,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The gram describes an event that sets the scene for the next plot point, where the resulting state of the event (the tomb being cut out of the rock) is relevant for subsequent discourse, thus it is classified as non-experiential.",DtExp
40028005,The angel spoke to the women : » I know you seek Jesus who has been impaled ; do not fear .,has been impaled,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,The phrase 'has been impaled' introduces a result state (being impaled) rather than focusing on the experience of being impaled as a life history entry.,DtExp
40028006,"» He is not here , for he has risen just as he promised . Come ; see the place where the Lord lay .",has risen,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The gram 'has risen' focuses on the occurrence of the event in the subject's history, aligning with the intuition and the 'bounded activity or process' condition in set_to_1_if.",DtExp
40028007a,"» Go quickly and tell his disciples he has risen from the dead . See , he goes before you to Galilee . You will see him there , as I have told you . «",has risen (from the dead),20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The phrase 'has risen from the dead' introduces a result state (being alive after being dead), rather than focusing on the experience of rising as a life-history entry.",DtExp
40028007b,"» Go quickly and tell his disciples he has risen from the dead . See , he goes before you to Galilee . You will see him there , as I have told you . «",have told,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,1,high,"The verb 'told' denotes communication, and the focus is on the occurrence of the experience at least once, rather than on a resulting state or transfer.",DtExp
40028018,"Jesus came to them and spoke to them , saying : » All authority has been given to me in heaven and on earth .",has been given,20260226T145743Z_60a55c14,gemini,gemini-2.0-flash-001,DtExp,0,high,"The gram 'has been given' introduces a result state where authority is now held, rather than focusing on the experience of receiving it as a life history entry.",DtExp
