TokenID,t_o,FullText,Target,t_surf,DtExp,CS,Reason,DtRes,CS,Reason,DtUniv,CS,Reason,DtDTAM,TLTS,CS,Reason,TLAspPfv,CS,Reason,TLMdIrr,CS,Reason,ClNegPol,CS,Reason,ClIntgv,CS,Reason,ClCntfcl,CS,Reason,VcPass,CS,Reason,ASTrns,CS,Reason,ASUnrg,CS,Reason,ASUncc,CS,Reason,AktState,CS,Reason,AktAct,CS,Reason,AktAcc,CS,Reason,AktAch,CS,Reason,AktSemel,CS,Reason,eng_gram,cmn_gram,deu_gram,jpn_gram,metadata
40011012b,1,"» From the days of John the Baptist until now , the kingdom of heaven has been man’s goal , and men of violence have attempted to take it by force .",have attempted,have attempted,0,--,OR,0,High," The verb ""have attempted"" describes an activity (""attempting"") that does not necessarily result in a lexical change of state or a lasting condition; the success or failure of the attempts is not specified, and the focus is on the action itself.",1,High," The phrase ""have attempted"" describes an iterative series of events (attempts) that occur repeatedly throughout a period (""From the days of John the Baptist until now""), fitting the criteria for DtUniv.",0,0,High," The auxiliary ""have"" is in the present tense, and the gram follows the standard Present Perfect construction, thus it is not tense-shifted.",0,--,"OR ""Have attempted"" describes a completed action of attempting, advancing the narrative and fitting the perfective aspect criteria.",0,High," The phrase ""have attempted"" uses the present perfect tense to describe an action that started in the past and continues to have relevance in the present, presenting it as a fact about the actual world.",0,High," The clause ""have attempted"" is a positive assertion; there is no negation present that scopes over the eventuality described by ""have attempted.""",0,High," ""Have attempted"" describes an activity with duration, failing the instantaneous transition requirement for an Achievement.",0,High," The phrase ""have attempted"" describes a real event that has occurred from the time of John the Baptist until now, indicating an indicative/realis clause rather than a counterfactual one.",0,High," The target gram ""have attempted"" is in the active voice, with ""men of violence"" being the agent performing the action of attempting.",0,High," The verb ""attempt"" in this sentence does not have an overt direct object; the phrase ""to take it by force"" is an infinitive phrase acting as an adverbial modifier, not a direct object, indicating an unergative usage.",1,High," ""Have attempted"" is an intransitive verb where the subject ""men of violence"" is a volitional agent performing an activity without targeting an object.",0,High," ""Have attempted"" is an active transitive verb phrase where ""men of violence"" are the agents performing the action of attempting, thus it is not unaccusative.",0,High," ""Have attempted"" describes an activity, specifically an attempt, which is a dynamic action, and thus not a state.",1,High," ""Have attempted"" describes a dynamic process extending over time, lacking a specific endpoint, and compatible with ""for X time"" adverbials (e.g., ""They have attempted for years"").",0,High," ""Attempt"" is a cognitive decision, and while it can involve a process, the core meaning here leans towards a punctual effort rather than a gradual accomplishment with a guaranteed endpoint.",0,High," ""Have attempted"" describes an activity with duration, failing the instantaneous transition requirement for an Achievement.",0,High," ""Have attempted"" implies a series of attempts over a period, indicating duration and thus an activity rather than a single, punctual event.","present, participle",nullmarked,n_a,n_a,Ambiguous: could be Exp/Pfv/Semel
40011021a,1,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",had been done,had been done,0,--,OR,0,High," The phrase ""had been done"" refers to actions that *could have* happened in the past, but did not, and therefore did not result in a change of state for Tyre and Sidon.",0,--,OR,0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect construction, thus triggering a value of 1.",1,High," The target gram ""had been done"" is a passive perfect construction, indicating a completed action, thus perfective.",1,High," The phrase ""If the mighty works had been done..."" indicates a conditional context, specifically a counterfactual, making it irrealis.",0,High," The clause ""If the mighty works had been done in Tyre and Sidon..."" is a conditional statement, and the target gram ""had been done"" is not under the scope of any negation.",0,High," The phrase ""had been done"" implies a process or activity that took place over a period of time, rather than an instantaneous transition, thus not fitting the criteria for an Achievement.",1,High," The phrase ""If the mighty works had been done..."" indicates a counterfactual conditional where the works were not actually done in Tyre and Sidon, making it a false premise.",1,High," The target gram ""had been done"" follows the passive morphology HAVE/HAS/HAD + BEEN + PAST PARTICIPLE, and the subject ""the mighty works"" implies the entity affected by the action.",1,High," The clause is passive (""had been done""), and the underlying verb ""do"" is transitive, requiring an agent and a patient.",0,High," The verb ""done"" is used in a passive construction with an implied agent, and while intransitive in this specific clause, it describes an action being performed *on* Chorazin and Bethsaida, not originating from them, thus not fitting the unergative criteria.",0,High," The phrase ""had been done"" is a passive construction, as indicated by ""been + participle,"" thus it is not unaccusative.",0,High," The phrase ""had been done"" describes an action (the performance of mighty works), indicating a dynamic event rather than a static state.",1,High," ""Had been done"" describes a continuous process of ""mighty works"" being performed, fitting the criteria for an activity, especially considering the implied duration and lack of a specific endpoint.",0,High," The phrase ""had been done"" refers to ""mighty works,"" which, in this context, implies specific, completed actions or miracles, fitting the description of achievements rather than accomplishments with a gradual process.",0,High," The phrase ""had been done"" implies a process or activity that took place over a period of time, rather than an instantaneous transition, thus not fitting the criteria for an Achievement.",0,High," The phrase ""had been done"" refers to mighty works, which are not instantaneous events but rather actions with duration and potential impact, thus not fitting the definition of a semelfactive event.","past, participle",guo,"konj2, sein, prat, partizip",ta,Underspecified Dt (irrealis)
40011021b,1,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",would have repented,would have repented,0,--,OR,0,High," The verb ""would have repented"" describes a hypothetical action that did not occur, and the *absence* of an event cannot cause a change of state.",0,--,OR,0,1,High," The gram ""would have repented"" contains the modal auxiliary ""would,"" which triggers a value of 1 according to the diagnostics.",1,High," The verb ""repented"" describes a change of state, and the use of ""would have repented"" with perfect morphology indicates a focus on the completed transition, making it perfective.",1,High," The phrase ""would have repented"" appears in a conditional context, indicating a hypothetical situation that did not actually occur, thus fitting the definition of irrealis mood.",0,High," The target gram ""would have repented"" is not directly modified by a negator, nor is it governed by a negative quantifier or conjunction; the conditional ""If...then..."" structure does not constitute negation of the target gram.",0,High," ""Repented"" in this context implies a process or state of repentance over a period of time, not an instantaneous change, and is thus not an Achievement.",1,High," The target gram is in the result clause of a counterfactual conditional, implying that Tyre and Sidon did not repent, thus fitting the criteria for a counterfactual clause.",0,High," The target gram ""would have repented"" is in the active voice, as the subject ""they"" (Tyre and Sidon) is performing the action of repenting.",0,High," The verb ""repented"" is used intransitively in this clause, as it does not have a direct object; the phrase ""in sackcloth and ashes"" is an adverbial phrase modifying the manner of repenting, not a direct object.",1,High," ""Repented"" is used intransitively, describing a volitional act of remorse without a direct object, fitting the definition of an unergative verb.",0,High," The verb ""repent"" describes an action performed by the subject (they), indicating volition and thus an unergative verb, not an unaccusative one.",0,High," The verb ""repent"" describes a change of state, moving from a state of sin to a state of remorse, thus indicating a dynamic event rather than a static state.",1,High," ""Repented"" describes a dynamic process extending over time, compatible with ""for X time"" adverbials (e.g., ""they would have repented for a long time""), and lacks a specific endpoint, fitting the criteria for an activity.",0,High," ""Repented"" describes a cognitive/emotional shift, which, while potentially involving a process, is treated here as a more or less instantaneous decision or change of heart, fitting the criteria for an Achievement rather than an Accomplishment.",0,High," ""Repented"" in this context implies a process or state of repentance over a period of time, not an instantaneous change, and is thus not an Achievement.",0,High," ""Would have repented"" implies a potential duration of repentance, not a single, instantaneous action, thus failing the punctuality requirement for a semelfactive event.","would, participle","zaoyi, le","partizip, prat, haben, konj2",,Underspecified Dt (irrealis)
40011023a,1,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",had been done,had been done,0,--,OR,0,--,OR,0,--,OR,0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect construction, thus triggering a value of 1.",1,High," The target gram ""had been done"" is a passive perfect construction, indicating a completed action and thus perfective aspect.",1,High," The phrase ""If the mighty works had been done in Sodom..."" is a counterfactual conditional, indicating an irrealis mood.",0,High," The clause ""If the mighty works had been done in Sodom"" is a conditional statement, and the negation is not directly modifying the auxiliary verb of ""had been done,"" nor does it contain a negative quantifier or adverb that scopes over the clause.",0,High," ""Had been done"" describes an action with duration and a result, fitting the description of an Accomplishment rather than an instantaneous Achievement.",1,High," The phrase ""If the mighty works had been done in Sodom...it would have remained"" indicates a counterfactual conditional, as Sodom was destroyed and did not remain, thus the premise is false.",1,High," The target gram ""had been done"" follows the passive morphology HAVE/HAS/HAD + BEEN + PAST PARTICIPLE, and the subject ""the mighty works"" implies the entity affected by the action.",1,High," The clause is passive (""had been done""), and passive voice indicates a transitive verb.",0,High," The verb ""done"" is used in a passive construction with an implied agent, and the sentence implies that ""mighty works"" were done *to* or *in* Sodom, not originating from it, thus it is not unergative.",0,High," The phrase ""had been done"" is a passive construction, indicating a derived transitive verb and thus not an unaccusative verb.",0,High," ""Had been done"" describes an action (being done) that occurred in the past, indicating a dynamic event rather than a static state.",1,High," ""Had been done"" describes a continuous process of performing mighty works, fitting the criteria for an activity, and the sentence implies a duration over which these works occurred.",0,High," The phrase ""had been done"" describes a completed action with no inherent duration or gradual change, fitting the criteria of an achievement rather than an accomplishment.",0,High," ""Had been done"" describes an action with duration and a result, fitting the description of an Accomplishment rather than an instantaneous Achievement.",0,High," The phrase ""had been done"" implies a series of actions or a sustained activity, not a single, instantaneous event, thus failing the semelfactive criteria.","past, participle",guo,"sein, partizip, konj2, prat",,Underspecified Dt (irrealis)
40011023b,1,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",would have remained,would have remained,0,High," The verb ""remained"" describes a state of being at a location, and the hypothetical continuation of that state until the present day, indicating a focus on the current (hypothetical) state rather than a past experience.",0,--,OR,0,--,OR,0,1,High," The gram ""would have remained"" includes the modal auxiliary ""would,"" which triggers a value of 1 according to the diagnostics.",0,High," The verb ""remained"" describes a homogeneous state with no boundary, indicating an imperfective aspect.",1,High," The phrase ""would have remained"" appears in a conditional context, specifically the apodosis of a counterfactual conditional, indicating a hypothetical situation that did not occur in reality.",0,High," The target gram ""would have remained"" is within a conditional clause, and there is no negation directly modifying it or present in a core argument position within that clause.",0,High," ""Would have remained"" describes a state that would have persisted over a duration of time, indicating it is not an instantaneous transition.",1,High," The target gram is in the result clause of a counterfactual conditional, implying that Sodom did not remain until that day.",0,High," The verb ""remained"" is not a past participle following ""been,"" and the subject ""it"" is the agent, not the undergoer of an action, indicating active voice.",0,High," ""Remained"" in this context functions intransitively, describing a state of being rather than an action performed on an object, thus not requiring a direct object.",0,High," The verb ""remained"" describes a state of existence or persistence, indicating it is not an unergative verb where the subject is performing an action.",1,High," The verb ""remained"" describes a state of existence persisting over time, fitting the criteria for an unaccusative verb.",1,High," ""Would have remained"" describes a hypothetical static situation (Sodom existing until the present day) with no change or energy input, fitting the definition of Aktionsart: State.",0,High," ""Would have remained"" describes a state that would have persisted until a certain point, indicating a lack of change or energy input, thus not fitting the criteria for an activity.",0,--,"OR ""Would have remained"" describes a state extending over time resulting from a gradual process of continued existence, fitting the 'Gradual Physical Change' criterion and the 'Stop' test (stopping halfway means it wouldn't have remained).",0,High," ""Would have remained"" describes a state that would have persisted over a duration of time, indicating it is not an instantaneous transition.",0,High," ""Would have remained"" describes a state that would have persisted over time, indicating duration and therefore not fitting the instantaneous nature of a semelfactive event.","would, participle",compound,"konj2, prat",,Underspecified Dt (irrealis)
40011025a,1,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have hidden,have hidden,0,--,OR,1,High," The verb ""have hidden"" implies a change of state where the wise and understanding are now in a state of not knowing, and this state persists.",0,High," The verb ""hidden"" describes a change of state (from visible to hidden), and the focus is on the resulting condition, not the duration of the hiding action, thus it is Resultative.",0,0,High," The gram ""have hidden"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus not tense-shifted.",1,High," The verb ""hidden"" describes a completed action with a clear transition, fitting the perfective aspect criteria.",0,High," The phrase ""have hidden"" is a present perfect tense used to describe a completed action in the past with relevance to the present, asserting a fact about the actual world.",0,High," The clause ""You have hidden these things"" is a positive assertion, as there is no negation particle or negative quantifier scoping over the verb ""have hidden.""",0,High," ""Have hidden"" describes an action with duration and a resultant state (the things remain hidden), thus not fitting the instantaneous transition of an Achievement.",0,High," The phrase ""have hidden"" describes a real event that actually happened, where God hid things from the wise and understanding, making it an indicative/realis clause rather than a counterfactual one.",0,High," The subject ""You"" (God) is performing the action of hiding, indicating active voice, not passive.",1,High," ""have hidden"" takes the direct object ""these things,"" fulfilling the requirement for a transitive verb.",0,High," The verb ""have hidden"" is transitive, as it takes the direct object ""these things,"" thus disqualifying it from being an unergative verb.",0,High," ""have hidden"" is a transitive verb phrase with ""these things"" as the direct object, thus it cannot be unaccusative.",0,High," ""Have hidden"" describes a completed action of concealing something, indicating a change of state and thus a dynamic event, not a static situation.",0,High," ""Have hidden"" implies a completed action with a specific result (the things are now hidden), indicating an accomplishment rather than an activity.",1,--,OR,1,--,OR,0,High," ""Have hidden"" implies a change of state (from unhidden to hidden) and a resulting state, thus it is not a semelfactive event.","present, participle",compound,"partizip, haben, indikativ, prasens",,
40011025b,1,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have revealed,have revealed,0,--,OR,1,High," The act of revealing has resulted in the children now knowing these things, indicating a change of state and a current state of knowledge.",0,High," The verb ""reveal"" describes a Change of State, and the focus is on the resulting condition of the children knowing these things, not the duration of the revealing action.",0,0,High," The gram ""have revealed"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus not tense-shifted.",1,High," The verb ""reveal"" describes a change of state (from hidden to revealed), and the use of the perfect tense (""have revealed"") presents this transition as a completed whole, thus perfective.",0,High," The phrase ""have revealed"" describes a completed action in the past, presented as a fact about what God has done, thus representing the actual world.",0,High," The clause ""You have hidden these things from the wise and understanding, and have revealed them to children"" is a positive assertion, and there is no negation particle or negative quantifier scoping over ""have revealed.""",0,High," ""Have revealed"" describes an instantaneous transition of information from hidden to known, fits the 'at [specific time]' test (e.g., ""He revealed it at that moment""), and resists 'stop' (you can't ""stop revealing"" once the information is out), thus fitting the criteria for an Achievement.",0,High," The sentence describes a past action that is presented as a factual event, not a hypothetical or counterfactual one.",0,High," The target gram ""have revealed"" is in the active voice, with ""You"" (God) as the agent performing the action of revealing.",1,High," ""have revealed"" takes the direct object ""them,"" indicating a transitive usage.",0,High," The verb ""have revealed"" is transitive, taking ""them"" (these things) as a direct object, thus violating the requirement for an unergative verb to be intransitive.",0,High," ""have revealed"" is a transitive verb phrase with ""them"" as the direct object, thus it cannot be unaccusative.",0,High," ""Have revealed"" describes a completed action of making something known, indicating a change of state and thus a dynamic event.",0,High," ""Have revealed"" implies a specific endpoint (the act of revealing is completed), making it incompatible with the continuous, unbounded nature of an Activity.",0,High," ""Have revealed"" describes a cognitive transfer of information, which falls under the category of Cognitive Decision/Social Transaction, and is therefore classified as an Achievement rather than an Accomplishment.",1,High," ""Have revealed"" describes an instantaneous transition of knowledge from hidden to known, fits the 'at [specific time]' test (e.g., ""He revealed it at that moment""), and resists 'stop' (you can't ""stop revealing"").",0,High," ""Have revealed"" implies a change of state (from hidden to revealed) and is therefore not a semelfactive event.","present, participle",nullmarked,"partizip, haben, indikativ, prasens",,
40011027,1,"» All things have been delivered to me from my Father . Only the Father knows the Son , and only the Son knows the Father . The Son tells others about the Father so that they can know him too .",have been delievered,have been delivered,0,High," The phrase ""have been delivered"" implies a change of possession, and the context suggests a current state of having all things, thus fitting the criteria for a non-experiential reading.",1,High," The verb ""have been delivered"" describes a change of possession (""to me"") and implies that the speaker currently possesses ""all things,"" fitting the criteria for a Resultative reading.",0,High," The phrase ""have been delivered"" describes a completed action with a focus on the resulting state (being delivered) rather than a continuous activity or state, thus it is not Universal.",0,0,High," The gram ""have been delivered"" is a standard Present Perfect construction with the present auxiliary ""have"" and the past participle ""been delivered,"" thus not indicating a tense shift.",1,High," The target gram ""have been delivered"" is a passive perfect construction, which according to the diagnostics, should be treated as a bounded event and thus perfective.",0,High," The phrase ""have been delivered"" describes a completed action in the past, presented as a fact about the actual world, thus indicating Realis mood.",0,High," The clause ""All things have been delivered to me from my Father"" is a positive assertion, and there is no negation present that scopes over the target gram.",0,High," ""Have been delivered"" describes an instantaneous transition of possession from the Father to the Son, fitting the definition of an Achievement.",0,High," The sentence describes a state of affairs that is presented as factual, not counterfactual; it does not express a condition, wish, or regret, and there is no implication that the event did not happen.",1,High," The target gram follows the pattern HAVE + BEEN + PAST PARTICIPLE ('delivered'), and the subject 'All things' is the receiver of the action, indicating passive voice.",1,High," The clause is passive (""have been delivered""), and passive constructions are considered transitive according to the diagnostics.",0,High," The verb ""have been delivered"" is passive and describes a change of state happening *to* the subject ""all things,"" making it not unergative.",0,High," The target ""have been delivered"" is a passive construction, indicated by ""been + participle,"" and therefore not an unaccusative verb.",0,High," The verb phrase ""have been delivered"" describes a completed event (delivery), indicating a change of state and thus a dynamic situation, not a static one.",0,High," The verb phrase ""have been delivered"" implies a completed action with a specific endpoint (the delivery), indicating an accomplishment rather than an activity.",0,High," ""Have been delivered"" describes a completed transaction or transfer, which aligns with the 'Social/Legal Transaction' category and is therefore an Achievement, not an Accomplishment.",1,High," ""Have been delivered"" describes an instantaneous transition of possession from the Father to the Son, fitting the definition of an Achievement.",0,High," The verb ""delivered"" in the passive voice implies a change of state (from not delivered to delivered) and thus is not a semelfactive event.","present, participle",yijing,"partizip, sein, werden, indikativ, prasens",,
40012007a,1,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",had known,had known,0,--,OR,0,High," The verb ""had known"" describes a state of knowledge in the past, but the context focuses on a hypothetical situation and doesn't imply a current, lasting change of state resulting from that knowledge.",0,--,OR,0,1,High," The auxiliary ""had"" is overtly past, indicating a Past Perfect tense, which triggers a value of 1 according to the diagnostics.",0,High," The verb ""known"" describes a homogeneous state with no boundary, indicating imperfective aspect.",1,High," The phrase ""If you had known"" introduces a conditional context, specifically a counterfactual protasis, indicating an irrealis mood.",0,High," The negation ""not"" modifies ""would have condemned,"" not ""had known,"" therefore the target gram is not under the scope of a negator.",0,High," ""Had known"" implies a state of knowing that existed over a period of time, not an instantaneous transition, and thus does not fit the criteria for an Achievement.",1,High," The phrase ""If you had known"" is the protasis of a counterfactual conditional, implying that the person did not know what it meant.",0,High," The target gram ""had known"" is in the active voice, where the subject ""you"" is the agent performing the action of knowing.",1,High," ""had known"" takes the object ""what this means"", fulfilling the requirement for an overt direct object and thus indicating a transitive usage.",0,High," The verb ""had known"" is transitive because it takes ""what this means"" as its direct object, thus violating the requirement for unergative verbs to be intransitive.",0,High," ""Had known"" is transitive, taking ""what this means"" as its direct object, thus disqualifying it from being unaccusative.",1,High," ""Had known"" describes a mental state (""know"") in the past, fitting the criteria for Aktionsart: State and resisting the progressive form.",0,High," ""Had known"" describes a state of knowing, which does not involve change or energy input, thus it is not an activity.",0,High," ""Had known"" in this context represents a cognitive state resulting from a past event, aligning with a cognitive decision/achievement rather than a gradual process with a terminal point.",0,High," ""Had known"" implies a state of knowing that existed over a period of time, not an instantaneous transition, and thus does not fit the criteria for an Achievement.",0,High," ""Had known"" implies a state of knowing that existed over a period of time, not a punctual, instantaneous event.","past, participle",nullmarked,"prat, partizip, haben, konj2",,Underspecified Dt (irrealis)
40012007b,1,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",would not have condemned,would not have condemned,0,--,OR,0,High," The phrase ""would not have condemned"" describes a hypothetical past action that did not occur, and the absence of an event cannot cause a change of state.",0,--,OR,0,1,High," The gram contains the modal auxiliary ""would,"" which indicates a tense shift according to the diagnostics.",1,High," The phrase ""would not have condemned"" describes a completed action (condemnation) that did or did not occur, fitting the perfective aspect's focus on a bounded event.",1,High," The target gram ""would not have condemned"" appears in a conditional context, specifically the apodosis of a counterfactual conditional, indicating a hypothetical or unrealized situation.",1,High," The particle 'not' directly modifies the auxiliary 'would' of the target gram 'would not have condemned', indicating negative polarity.",0,High," ""Condemn"" typically involves a process of judgment and pronouncement, implying duration and thus not fitting the instantaneous nature of an Achievement.",1,High," The target gram is in the result clause (Apodosis) of a counterfactual conditional, implying that the addressee *did* condemn the guiltless, thus fitting the criteria for a counterfactual clause.",0,High," The target gram ""would not have condemned"" is in the active voice; the subject ""you"" is the agent performing the action of condemning.",1,High," The verb ""condemned"" takes the direct object ""the guiltless,"" indicating a transitive usage.",0,High," The verb ""condemned"" is transitive, taking ""the guiltless"" as its direct object, thus violating the requirement of an intransitive verb for an unergative construction.",0,High," The verb ""condemned"" is transitive, taking ""the guiltless"" as a direct object, thus disqualifying it from being unaccusative.",0,High," The verb ""condemn"" describes an action, specifically an event of judgment and pronouncement of guilt, which is dynamic and involves a change in status.",0,High," ""Condemn"" implies a specific endpoint or result (the act of condemnation), making it incompatible with the continuous, unbounded nature of an Activity.",0,High," ""Condemn"" is a legal/social transaction, fitting the criteria for an achievement (punctual switch) rather than an accomplishment.",1,--,OR,0,High," ""Condemned"" in this context implies a change of state (from not condemned to condemned), thus it is not a semelfactive event.","would, participle",le,"prat, partizip, haben, konj2",,Underspecified Dt (irrealis)
40012018,1,» Look ! My servant whom I have chosen . I am well pleased with him . I will put my Spirit upon him and he will declare judgment to the nations .,have chosen,have chosen,0,--,OR,1,High," The servant is currently in the state of being chosen, implying a lasting status conferred by the speaker.",0,High," The phrase ""have chosen"" describes a completed action of selecting a servant, focusing on the resulting state of being chosen rather than the duration of the choosing process.",0,0,High," The gram ""have chosen"" is a standard Present Perfect construction formed with the present tense auxiliary ""have"" and the past participle ""chosen,"" thus fitting the criteria for a 0.",1,High," The gram ""have chosen"" uses Simple Perfect morphology with a dynamic verb (""choose""), presenting the action as a completed whole, thus perfective.",0,High," The phrase ""have chosen"" is in the present perfect tense and describes a completed action in the past with present relevance, asserting a fact about the actual world.",0,High," The clause ""have chosen"" is not under the scope of any negator; the sentence expresses a positive assertion about the speaker's choice.",0,High," ""Have chosen"" describes an instantaneous transition to a state of having made a choice, fitting the definition of an Achievement.",0,High," The phrase ""have chosen"" describes a past action with present relevance, but there's no indication that this choice is counterfactual; it's presented as a real event.",0,High," The subject ""I"" is the agent performing the action of choosing, indicating active voice.",1,High," ""have chosen"" takes the direct object ""My servant,"" indicating a transitive verb usage.",0,High," The verb ""have chosen"" is transitive because it takes the direct object ""servant,"" thus disqualifying it from being an unergative verb.",0,High," ""have chosen"" is a transitive verb phrase with ""servant"" as the direct object, thus it cannot be unaccusative.",0,High," ""Have chosen"" describes an action that has been completed, indicating a change of state from not chosen to chosen, thus it is not a static state.",0,High," ""Have chosen"" implies a completed action with a specific endpoint (the act of choosing), thus indicating an accomplishment rather than an activity.",0,High," ""Have chosen"" represents a cognitive decision, which the diagnostics explicitly states should be classified as 0, even if preparation is involved.",1,High," ""Have chosen"" describes an instantaneous transition to a state of having made a choice, fitting the definition of an Achievement.",0,High," ""Have chosen"" implies a change of state (from not chosen to chosen) and a resultant state of being chosen, thus it is not a semelfactive event.","present, participle",suo_de,"prasens, partizip, indikativ, haben",,
40012028,1,"» But if I cast out demons by God’s Spirit , then the kingdom of God has come to you .",has come,has come,0,High," The verb ""come"" is a motion verb, and the kingdom of God is now present (""to you""), indicating a change of location with the subject currently at the destination.",1,High," The verb ""has come"" describes a motion verb where the kingdom of God has moved to a destination (you) and remains there at the reference time, indicating a lasting change of state.",0,High," The verb ""come"" describes a Change of State, focusing on the resulting condition of the kingdom's arrival rather than the duration of the action.",0,0,High," The gram ""has come"" is a standard Present Perfect construction formed with the present auxiliary ""has"" and the past participle ""come,"" thus fitting the criteria for a 0.",1,High," ""Has come"" describes a transition or boundary event (the arrival of the kingdom), fitting the perfective aspect definition.",0,High," The phrase ""has come"" asserts a fact about the actual world, indicating that the kingdom of God has arrived, thus representing a realized event rather than a potential or hypothetical one.",0,High," The clause ""has come to you"" is not under the scope of any negation; it's a positive assertion.",0,High," ""Has come"" describes an instantaneous transition to a new state (the arrival of the kingdom), is compatible with ""at a specific time,"" resists ""stop,"" and has no duration, fitting the criteria for an Achievement.",0,High," The sentence presents a conditional statement where the arrival of the kingdom of God is presented as a consequence of casting out demons by God's Spirit, implying a realis scenario rather than a counterfactual one.",0,High," The verb ""come"" is not a past participle used in passive constructions, and the subject ""kingdom of God"" is the agent, not the patient.",0,High," ""has come"" functions intransitively here, as it does not take a direct object; the phrase ""to you"" is a prepositional phrase modifying the verb, not a direct object.",0,High," ""Has come"" describes a change of state happening to the subject (""the kingdom of God""), making it unaccusative rather than unergative.",1,High," ""Has come"" describes a change of location/state (arrival) and existence, fitting the criteria for an unaccusative verb.",0,High," ""Has come"" describes a change of state or an event occurring, indicating a dynamic situation rather than a static one.",0,High," ""Has come"" implies a specific endpoint (the arrival of the kingdom), indicating an accomplishment rather than an activity.",0,High," ""Has come"" in this context signifies an arrival or an instantaneous change of state, fitting the definition of an Achievement rather than an Accomplishment.",1,High," ""Has come"" describes an instantaneous transition to a new state (the arrival of the kingdom), is compatible with ""at a specific time,"" resists ""stop,"" and has no duration, fitting the criteria for an Achievement.",0,High," ""Has come"" implies a change of state, specifically the arrival of the kingdom of God, thus it is not a semelfactive event.","present, participle","yijing, le, compound","partizip, sein, indikativ, prasens",,
40013051,1,» Have you understood all these things ? « They said to him : » Yes . «,have understood,Have you understood,0,--,OR,1,High," The verb ""understood"" describes a change of state (from not understanding to understanding), and the context implies that they are currently in that state of understanding.",0,High," The verb ""understood"" describes a Change of State (from not understanding to understanding), and the focus is on the resulting state of understanding, not the duration of the action itself.",0,0,High," The gram ""have understood"" is a standard Present Perfect construction formed with ""have"" + past participle, thus not tense-shifted.",1,High," The verb ""understood"" describes a change of state (from not understanding to understanding), and the perfect tense focuses on the completion of that transition, making it perfective.",0,High," The phrase ""have understood"" is in the present perfect tense and asks about a completed action in the past, presented as a fact about whether understanding has been achieved, thus representing the actual world.",0,High," The clause ""have understood"" is not under the scope of any negator; it's a positive question about understanding.",0,High," ""Have understood"" describes an instantaneous transition from a state of not understanding to a state of understanding, fitting the definition of an Achievement.",0,High," The phrase ""have understood"" is part of a direct question about whether something was understood, indicating a realis scenario where understanding is possible or has occurred, not a counterfactual one.",0,High," The target gram ""have understood"" is in the active voice, where the subject ""you"" is the agent performing the action of understanding.",1,High," ""Have understood"" takes the direct object ""all these things,"" fulfilling the requirement for a transitive verb.",0,High," The verb ""understood"" is transitive in this context because it takes ""all these things"" as a direct object, thus violating the requirement for an unergative verb to be intransitive.",0,High," The verb ""understand"" is transitive, requiring an object (in this case, ""all these things""), thus disqualifying it from being unaccusative.",0,--,"OR ""Have understood"" describes a mental state of comprehension, fitting the criteria for Aktionsart: State.",0,High," ""Have understood"" implies a completed process of understanding, suggesting a specific endpoint (the state of understanding) rather than a continuous activity.",0,High," ""Understood"" in this context implies a cognitive decision or grasping of information, which aligns with the ""Cognitive Decision"" category and is therefore an Achievement, not an Accomplishment.",1,High," ""Have understood"" describes an instantaneous transition from a state of not understanding to a state of understanding, fitting the definition of an Achievement.",0,High," ""Have understood"" implies a change of state from not understanding to understanding, thus it is not a semelfactive event.","present, participle",n_a,"indikativ, partizip, prasens, haben",,Ambiguous: understand as state of understanding vs moment of realization; context suggest second
