TokenID,FullText,Target,DtExp,CS,Reason,DtRes,CS,Reason,DtUniv,CS,Reason,DtDTAM,TLTS,CS,Reason,TLAspPfv,CS,Reason,TLMdIrr,CS,Reason,ClNegPol,CS,Reason,ClIntgv,CS,Reason,ClCntfcl,CS,Reason,VcPass,CS,Reason,ASTrns,CS,Reason,ASUnrg,CS,Reason,ASUncc,CS,Reason,AktState,CS,Reason,AktAct,CS,Reason,AktAcc,CS,Reason,AktAch,CS,Reason,AktSemel,CS,Reason,eng_gram,cmn_gram,deu_gram,jpn_gram,metadata
40012028,"» But if I cast out demons by God’s Spirit , then the kingdom of God has come to you .",has come,0,High," The verb ""come"" is a motion verb, and the kingdom of God is now present (""to you""), indicating a change of location with the subject currently at the destination.",1,High," The verb ""has come"" describes a motion verb where the kingdom of God has moved to a destination (you) and remains there at the reference time, indicating a lasting change of state.",0,High," The verb ""come"" describes a Change of State, focusing on the resulting condition of the kingdom's arrival rather than the duration of the action.",0,0,High," The gram ""has come"" is a standard Present Perfect construction formed with the present auxiliary ""has"" and the past participle ""come,"" thus fitting the criteria for a 0.",1,High," ""Has come"" describes a transition or boundary event (the arrival of the kingdom), fitting the perfective aspect definition.",0,High," The phrase ""has come"" asserts a fact about the actual world, indicating that the kingdom of God has arrived, thus representing a realized event rather than a potential or hypothetical one.",0,High," The clause ""has come to you"" is not under the scope of any negation; it's a positive assertion.",1,High," ""Has come"" describes an instantaneous transition to a new state (the arrival of the kingdom), is compatible with ""at a specific time,"" resists ""stop,"" and has no duration, fitting the criteria for an Achievement.",0,High," The sentence presents a conditional statement where the arrival of the kingdom of God is presented as a consequence of casting out demons by God's Spirit, implying a realis scenario rather than a counterfactual one.",0,High," The verb ""come"" is not a past participle used in passive constructions, and the subject ""kingdom of God"" is the agent, not the patient.",0,High," ""has come"" functions intransitively here, as it does not take a direct object; the phrase ""to you"" is a prepositional phrase modifying the verb, not a direct object.",0,High," ""Has come"" describes a change of state happening to the subject (""the kingdom of God""), making it unaccusative rather than unergative.",1,High," ""Has come"" describes a change of location/state (arrival) and existence, fitting the criteria for an unaccusative verb.",0,High," ""Has come"" describes a change of state or an event occurring, indicating a dynamic situation rather than a static one.",0,High," ""Has come"" implies a specific endpoint (the arrival of the kingdom), indicating an accomplishment rather than an activity.",0,High," ""Has come"" in this context signifies an arrival or an instantaneous change of state, fitting the definition of an Achievement rather than an Accomplishment.",1,High," ""Has come"" describes an instantaneous transition to a new state (the arrival of the kingdom), is compatible with ""at a specific time,"" resists ""stop,"" and has no duration, fitting the criteria for an Achievement.",0,High," ""Has come"" implies a change of state, specifically the arrival of the kingdom of God, thus it is not a semelfactive event.","present, participle","yijing, le, compound","partizip, sein, indikativ, prasens",,
40013051,» Have you understood all these things ? « They said to him : » Yes . «,have understood,0,--,OR,1,High," The verb ""understood"" describes a change of state (from not understanding to understanding), and the context implies that they are currently in that state of understanding.",0,High," The verb ""understood"" describes a Change of State (from not understanding to understanding), and the focus is on the resulting state of understanding, not the duration of the action itself.",0,0,High," The gram ""have understood"" is a standard Present Perfect construction formed with ""have"" + past participle, thus not tense-shifted.",1,High," The verb ""understood"" describes a change of state (from not understanding to understanding), and the perfect tense focuses on the completion of that transition, making it perfective.",0,High," The phrase ""have understood"" is in the present perfect tense and asks about a completed action in the past, presented as a fact about whether understanding has been achieved, thus representing the actual world.",0,High," The clause ""have understood"" is not under the scope of any negator; it's a positive question about understanding.",1,High," ""Have understood"" describes an instantaneous transition from a state of not understanding to a state of understanding, fitting the definition of an Achievement.",0,High," The phrase ""have understood"" is part of a direct question about whether something was understood, indicating a realis scenario where understanding is possible or has occurred, not a counterfactual one.",0,High," The target gram ""have understood"" is in the active voice, where the subject ""you"" is the agent performing the action of understanding.",1,High," ""Have understood"" takes the direct object ""all these things,"" fulfilling the requirement for a transitive verb.",0,High," The verb ""understood"" is transitive in this context because it takes ""all these things"" as a direct object, thus violating the requirement for an unergative verb to be intransitive.",0,High," The verb ""understand"" is transitive, requiring an object (in this case, ""all these things""), thus disqualifying it from being unaccusative.",0,--,"OR ""Have understood"" describes a mental state of comprehension, fitting the criteria for Aktionsart: State.",0,High," ""Have understood"" implies a completed process of understanding, suggesting a specific endpoint (the state of understanding) rather than a continuous activity.",0,High," ""Understood"" in this context implies a cognitive decision or grasping of information, which aligns with the ""Cognitive Decision"" category and is therefore an Achievement, not an Accomplishment.",1,High," ""Have understood"" describes an instantaneous transition from a state of not understanding to a state of understanding, fitting the definition of an Achievement.",0,High," ""Have understood"" implies a change of state from not understanding to understanding, thus it is not a semelfactive event.","present, participle",n_a,"indikativ, partizip, prasens, haben",,Ambiguous: understand as state of understanding vs moment of realization; context suggest second
40013052,"And he said to them : » Every scribe journalist writer who has been made a disciple to the kingdom of heaven is like a man that is a householder , who brings out of his treasure things new and old . «",has been made,0,High," ""Has been made"" implies a change of status (becoming a disciple), which falls under the ""Change of Social Status"" condition, thus setting the feature to 0.",1,High," The phrase ""has been made a disciple"" indicates a change of social/legal status (becoming a disciple) that is currently held, fitting the criteria for Resultative.",0,High," The verb phrase ""has been made"" describes a change of state, focusing on the resulting condition of being a disciple, rather than the duration of the action.",0,0,High," The auxiliary ""has"" is in the simple present form, and the gram follows the structure of the present perfect, thus it is not tense-shifted.",1,High," The phrase ""has been made"" is a passive perfect construction describing a transition or change of state (becoming a disciple), thus it is perfective.",0,High," ""has been made"" describes a completed action in the past with present relevance, presenting it as a fact about the scribe, thus belonging to the actual world.",0,High," The clause ""has been made a disciple"" is not under the scope of any negation; it's a positive assertion about the scribe, journalist, or writer.",0,High," ""Has been made"" implies a process or state change with duration, not an instantaneous transition, and thus does not fit the criteria for an Achievement.",0,High," The phrase ""has been made"" describes a real event or state of being (becoming a disciple), not a hypothetical or counterfactual one.",1,High," The target gram ""has been made"" follows the passive morphology HAVE/HAS/HAD + BEEN + PAST PARTICIPLE, and the subject ""scribe journalist writer"" is the one being acted upon, not the actor.",1,High," ""has been made"" is passive, and passive constructions of transitive verbs are marked as transitive (1) according to the diagnostics.",0,High," The verb ""made"" is transitive in this sentence, as it takes ""a disciple"" as a direct object, thus violating the requirement for unergative verbs to be intransitive.",0,High," The phrase ""has been made"" indicates a passive construction, which is explicitly marked as not unaccusative.",0,High," ""Has been made"" describes a change of state (becoming a disciple), indicating a dynamic event rather than a static situation.",0,High," ""Has been made"" implies a completed transition to a new state (being a disciple), indicating an achievement with a clear endpoint, rather than a continuous activity.",1,--,OR,0,High," ""Has been made"" implies a process of becoming, which has duration, thus failing the instantaneous transition requirement for Achievement.",0,High," The phrase ""has been made a disciple"" implies a change of state (becoming a disciple), thus it is not a semelfactive event.","present, participle",nullmarked,"prasens, sein, indikativ, partizip",,
40014004,For John had said to him : » It is not lawful for you to have her . «,had said,1,High," The verb ""said"" is a verb of communication, fitting the criteria for Experiential.",0,Medium," The focus is on the act of saying, not necessarily on a lasting change of state resulting from the saying.",0,High," The phrase ""had said"" describes a single, completed act of speaking, focusing on the event itself rather than a duration or habitual series.",0,1,High," The auxiliary ""had"" is overtly past, indicating a past perfect tense, which triggers a value of 1 according to the diagnostics.",1,High," ""Had said"" uses Simple Perfect morphology with a dynamic verb (""say""), and it advances the narrative by reporting what John told him, fitting the criteria for perfective aspect.",0,High," ""had said"" expresses a past action that actually occurred, presenting it as a fact within the narrative, thus it is Realis.",0,High," The negation ""not"" applies to the clause ""It is not lawful for you to have her,"" which is the content of what John said, not to the act of saying itself.",0,High," ""Had said"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," The phrase ""had said"" is used to indicate an action that occurred before another action in the past, functioning as a standard past perfect for anteriority in a narrative, not a counterfactual statement.",0,High," The target gram ""had said"" is in the active voice, with John (the subject) performing the action of saying.",1,High," The verb ""had said"" takes the direct object ""It is not lawful for you to have her,"" which is a reported clause, thus fulfilling the requirement for a transitive verb.",0,--,OR,0,High," ""Had said"" is transitive, as it takes a direct object (the quote), thus it cannot be unaccusative.",0,High," ""Had said"" describes a completed action of speaking, which is a dynamic event, not a static state.",0,--,"OR ""Had said"" describes a continuous process of speaking, fitting the 'activity' Aktionsart, and is compatible with ""for X time"" adverbials (e.g., ""He had said that for a while"").",0,High," ""Say"" in this context represents a speech act, a cognitive decision/social transaction, which is typically an achievement, even if it requires preparation, thus not an accomplishment.",1,--,"OR ""Had said"" describes an activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," ""Had said"" implies a completed action of speaking, which, while potentially brief, isn't instantaneous and doesn't fit the punctual nature of a semelfactive event.","past, participle",nullmarked,"partizip, haben, prat, indikativ",,
40015006,» You say there is no need for him to give honor to his father . You have invalidated the word of God because of your tradition !,have invalidated,0,High," ""Invalidated"" implies a change of state (the word of God is now invalid), making it Resultative rather than Experiential.",1,High," The verb ""have invalidated"" describes a change of status (the word of God is no longer valid due to their tradition), and this state of invalidity is implied to be ongoing.",0,High," The verb ""invalidate"" describes a Change of State, focusing on the resulting condition of the word of God, not the duration of the action.",0,0,High," The gram ""have invalidated"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus fitting the criteria for a 0.",1,High," The gram ""have invalidated"" uses Simple Perfect morphology with a dynamic verb (""invalidate""), presenting the action as a completed whole, thus perfective.",0,High," The phrase ""have invalidated"" describes a completed action in the past that has present consequences, presenting it as a fact about the actual world.",1,High," The particle ""not"" is not present, there is no negative quantifier in a core argument position, the frequency adverb ""never"" is not present, and the conjunctions ""neither"" or ""nor"" do not govern the target gram, therefore the clause is a positive assertion.",1,High," ""Have invalidated"" describes an instantaneous transition from a valid state to an invalid state, fitting the definition of an Achievement.",0,High," The phrase ""have invalidated"" describes a past action that the speaker believes actually happened, not a hypothetical or counterfactual situation.",0,High," The target gram ""have invalidated"" is in the active voice, where the subject ""You"" is the agent performing the action of invalidating.",1,High," The verb ""have invalidated"" takes the direct object ""the word of God,"" indicating a transitive usage.",0,High," The verb ""have invalidated"" is transitive, taking ""the word of God"" as a direct object, thus disqualifying it from being an unergative verb.",0,High," ""Have invalidated"" is a transitive verb phrase with ""the word of God"" as its direct object, thus it cannot be unaccusative.",0,High," ""Have invalidated"" describes a completed action that has changed the state of the ""word of God,"" indicating a dynamic event rather than a static state.",0,High," ""Have invalidated"" implies a completed action with a specific result (the word of God is now invalid), indicating an accomplishment with a clear endpoint.",0,High," ""Invalidated"" represents a Social/Legal Transaction, which the diagnostics explicitly states are typically Achievements and should be set to 0.",1,High," ""Have invalidated"" describes an instantaneous transition from a valid state to an invalid state, fitting the definition of an Achievement.",0,High," ""Have invalidated"" implies a change of state (the word of God is now invalid), thus it is not a Semelfactive event.","present, participle",le,"partizip, haben, indikativ, prasens",,
40015013,In answer he replied : » Every plant my Father in heaven has not planted in the earth will be pulled out by the roots .,has not planted,1,High," The target gram is a Negative Perfect (""has not planted""), which, according to the diagnostics, functions as a claim about the absence of the event in the subject's history, thus indicating an Experiential reading.",0,High," The verb phrase ""has not planted"" describes the absence of an event, which cannot cause a change of state, thus it is not Resultative.",0,High," The verb ""plant"" describes a Change of State, and the focus is on the resulting state (whether the plant is planted or not), not the duration of the action itself, thus it is Resultative.",0,0,High," The gram ""has not planted"" is a standard Present Perfect construction formed with the present auxiliary ""has"" and the past participle ""planted,"" thus fitting the criteria for a 0.",0,High," The verb ""plant"" is dynamic, but the negative ""has not planted"" describes an action that *didn't* happen, and thus doesn't present a completed, bounded event or transition.",0,High," The phrase ""has not planted"" describes a factual absence of planting in the past, making it a statement about the actual world rather than a hypothetical or unrealized situation.",1,High," The particle 'not' directly modifies the auxiliary 'has' of the target gram 'has not planted', indicating negative polarity.",0,High," ""Has not planted"" describes an action with duration and a result (the plant not being in the earth), fitting the description of an Accomplishment rather than an instantaneous Achievement.",0,High," The phrase ""has not planted"" describes a factual statement about what the Father in heaven did or did not do, not a counterfactual scenario.",0,High," The target gram ""has not planted"" is in the active voice, with ""Father in heaven"" being the agent performing the action of planting.",1,High," The verb ""planted"" has an overt direct object ""plant,"" indicating a transitive usage.",0,High," The verb ""planted"" is transitive, as it takes the direct object ""plant"".",0,High," The verb ""planted"" is transitive, as it takes ""plant"" as a direct object, thus disqualifying it from being unaccusative.",0,High," The verb ""plant"" describes an activity, and the perfect construction ""has planted"" still implies a completed action, thus it is dynamic and not a state.",0,High," The verb phrase ""has not planted"" implies a specific endpoint (the act of planting), making it an accomplishment rather than an activity.",1,High," ""Has not planted"" describes a constructive process (planting) with a defined goal (a planted plant), fitting the 'Constructive Process' criterion for AktAcc=1.",0,High," ""Has not planted"" describes an action with duration and a result (the plant not being in the earth), fitting the description of an Accomplishment rather than an instantaneous Achievement.",0,High," The verb ""planted"" in this context implies a process with duration and a potential result (the plant growing), thus not fitting the instantaneous, atelic nature of a semelfactive event.","present, participle",nullmarked,"partizip, haben, indikativ, prasens",,
40015032,"Jesus called his disciples and said : » I feel compassion for the people , because they have remained with me now three days and have nothing to eat . I do not want to send them away hungry , for they might faint on the way . «",have remained,0,High," The phrase ""now three days"" is a duration adverbial, which forces a Universal reading, thus indicating a Resultative rather than Experiential aspect.",0,High," The phrase ""now three days"" indicates a duration adverbial, which forces a Universal reading, thus negating the Resultative aspect.",1,High," The phrase ""have remained with me now three days"" explicitly indicates a duration of time, satisfying the condition for DtUniv.",0,0,High," The target gram ""have remained"" is a standard Present Perfect construction formed with the present auxiliary ""have"" and a past participle, thus not indicating a tense shift.",0,High," ""Have remained"" describes a state of being that has persisted over a duration (three days), indicating a homogeneous state with no clear boundary, thus imperfective.",0,High," ""have remained"" is a present perfect tense used to describe a completed action with relevance to the present, asserting a fact about the actual world.",0,High," The clause ""have remained with me now three days"" is not under the scope of any negation; the negation ""I do not want"" applies to the verb ""want"" in a separate clause.",0,High," ""Have remained"" describes a state with duration, indicating that the people have been in a state of remaining for three days, thus not an instantaneous transition.",0,High," The phrase ""have remained with me now three days"" describes a real event that actually happened, indicating an indicative/realis clause rather than a counterfactual one.",0,High," The target gram ""have remained"" is in the active voice, indicating the disciples are the agents of the action, not the undergoers.",0,High," ""Have remained"" is used intransitively, describing a state of being (""with me"") without a direct object, thus indicating an intransitive usage.",0,--,OR,1,High," ""Have remained"" describes a state of existence or continuation of being in a place, fitting the criteria for an unaccusative verb.",0,High," ""Have remained"" describes a process occurring over a duration (three days), indicating dynamism and thus not a static state.",1,High," ""Have remained"" describes a continuous state of being in a location over a period of time, fitting the criteria of an activity with no inherent endpoint and compatibility with ""for X time"" adverbials (e.g., ""They have remained for three days"").",0,High," ""Have remained"" describes a state of being that has persisted over time, but it lacks a defined goal or product and is more akin to an activity than an accomplishment.",0,High," ""Have remained"" describes a state with duration, indicating that the people have been in a state of remaining for three days, thus not an instantaneous transition.",0,High," ""Have remained"" indicates a duration of time spent with Jesus, thus failing the instantaneous requirement for a semelfactive event.","present, participle",yijing,"prasens, indikativ",,
40017009,"When they came down from the mountain , Jesus commanded them not to tell anyone what they saw , until the Son of man has risen from the dead .",has risen from the dead,0,High," The phrase ""has risen from the dead"" describes a physical transformation and a change of location (from dead to alive), and the implication is that the Son of Man is no longer dead at the reference time, thus it is not experiential.",1,High," The verb ""has risen from the dead"" describes a motion verb (""risen"") where the subject (""Son of man"") has moved to a destination (presumably, not dead anymore) and remains there at the reference time, indicating a change of state from dead to alive.",0,High," The phrase ""has risen from the dead"" describes a single, completed event (Change of State) rather than a state, activity, or habitual series that holds true throughout a contextually defined time span.",0,0,High," The target gram ""has risen from the dead"" is a standard Present Perfect construction formed with the present tense auxiliary ""has"" and the past participle ""risen,"" thus fitting the criteria for a 0.",1,High," The phrase ""has risen from the dead"" describes a transition event, specifically the act of rising, which marks a clear boundary and is therefore perfective.",0,High," The phrase ""has risen from the dead"" describes a future event presented as a certainty or a fact that will occur, not a hypothetical or potential situation, thus it is not irrealis.",0,High," The negation ""not to tell anyone"" applies to the verb ""commanded,"" not to the target gram ""has risen from the dead,"" which describes a future event relative to the command.",1,High," ""Has risen from the dead"" describes an instantaneous transition from death to life, fitting the definition of an Achievement.",0,High," The phrase ""has risen from the dead"" describes a future event relative to the time of Jesus's command, not a counterfactual situation.",0,High," The target gram ""has risen from the dead"" is in the active voice, as the Son of man (the subject) is performing the action of rising.",0,High," The verb ""risen"" is used intransitively here, as it does not take a direct object; the phrase ""from the dead"" is a prepositional phrase modifying the verb, not a direct object.",0,High," The verb ""risen"" describes a change of state happening to the subject (""the Son of man""), indicating an unaccusative verb, thus not an unergative verb.",1,High," The verb ""risen"" describes a change of state (from dead to alive) and a change of location (potentially from a grave), fitting the criteria for an unaccusative verb.",0,High," ""Has risen"" describes a change of state (from dead to risen), which is a dynamic event, thus AktState is 0.",0,High," ""Has risen from the dead"" implies a specific endpoint (resurrection) and is therefore not an activity.",0,--,OR,1,High," ""Has risen from the dead"" describes an instantaneous transition from death to life, fitting the definition of an Achievement.",0,High," ""Has risen from the dead"" describes a change of state (from dead to alive), indicating an Achievement rather than a Semelfactive event.","present, participle",nullmarked,"partizip, werden, sein, indikativ, prasens",,
40017012,» I tell you that Elijah has come . They did not know him and treated him badly as they pleased . They will do the same with the Son of man . «,has come,0,High," The verb ""come"" is a motion verb, and the implication is that Elijah is present, thus indicating a change of location with the subject currently at the destination.",1,High," The verb ""has come"" describes a motion verb where Elijah has arrived and remains at the destination at the reference time, indicating a change of location and a resulting state of being present.",0,High," The phrase ""has come"" describes a completed action (arrival) rather than a state or activity holding true over a period, and it focuses on the result of the action.",0,0,High," The gram ""has come"" is a standard Present Perfect formed with ""has"" + participle, fitting the criteria for a 0.",1,High," ""Has come"" describes a transition or boundary event (the act of arriving), making it perfective according to the diagnostics.",0,High," The phrase ""has come"" asserts a fact about the actual world, indicating that Elijah's arrival has already occurred, thus representing a realized event.",0,High," The clause ""I tell you that Elijah has come"" is a positive assertion, and there is no negation present that scopes over the target gram ""has come.""",1,High," ""Has come"" describes an instantaneous transition to a new state (arrival), is compatible with ""at a specific time"" (e.g., ""He has come at noon""), and resists ""stop"" (""You cannot stop arriving"").",0,High," The phrase ""has come"" refers to a past event (Elijah's arrival) that is presented as a fact, not a counterfactual situation.",0,High," ""has come"" is in the present perfect active voice, where Elijah (the subject) is the agent performing the action of coming, not the patient undergoing an action.",0,High," ""has come"" is used intransitively, meaning it does not take a direct object, thus it is not transitive.",0,--,OR,1,High," ""Has come"" describes a change of location (arrival), fitting the criteria for an unaccusative verb.",0,High," ""Has come"" describes an event (arrival), indicating a change of state and therefore a dynamic situation, contrasting with a static state.",0,High," ""Has come"" implies arrival at a destination, indicating a specific endpoint and thus an accomplishment rather than an activity.",0,High," ""Has come"" in this context signifies an arrival, which is an instantaneous achievement rather than a gradual process with a build-up phase.",1,High," ""Has come"" describes an instantaneous transition to a new state (arrival), is compatible with ""at a specific time"" (e.g., ""He has come at noon""), and resists ""stop"" (""You cannot stop arriving"").",0,High," ""Has come"" implies a change of state (from not being present to being present), thus it is not a semelfactive event.","present, participle","yijing, le","partizip, sein, indikativ, prasens",,
40018012,"» What do you think ? A man has a hundred sheep , and one of them has gone wandering away . Will he leave the ninety-nine and go in search of the wandering one ?",has gone wandering,0,High," The phrase ""has gone wandering"" describes a change of location, and the sheep is currently away from the flock, fitting the criteria for a non-experiential reading.",1,High," The sheep has moved to a destination (wandering away) and remains there (wandering), fitting the Motion Verb criterion where the subject remains at the destination.",0,High," The phrase ""has gone wandering"" describes a single instance of a sheep wandering away, focusing on the completion of that event rather than a continuous state or habitual action.",0,0,High," The auxiliary ""has"" is in the simple present form, and the gram follows the structure of the present perfect, thus not indicating a tense shift.",0,High," The phrase ""has gone wandering"" uses progressive morphology (""wandering""), indicating an ongoing action rather than a completed one, thus it is imperfective.",0,High," The phrase ""has gone wandering"" describes a completed action in the past, presented as a fact within the narrative, thus representing a realized event.",0,High," The clause ""has gone wandering away"" is not under the scope of any negator; the question is about what a man *will* do, not what he *will not* do.",0,High," ""Has gone wandering"" describes an activity with duration, not an instantaneous transition, thus failing the primary condition for Aktionsart: Achievement.",0,High," The sentence describes a hypothetical scenario, but it doesn't imply that the sheep *didn't* wander away; it's an open question, not a counterfactual.",0,High," The target gram ""has gone wandering"" is in the active voice, describing what the sheep has done, not what has been done to it.",0,High," The verb phrase ""has gone wandering"" functions intransitively, describing the sheep's activity of wandering away without a direct object, indicating an unergative usage.",0,--,OR,1,High," ""Has gone wandering"" describes a change of location (""wandering away"") happening to the subject (""one of them""), and the verb is intransitive, fitting the criteria for an unaccusative verb.",0,High," The phrase ""has gone wandering"" describes an activity (wandering) and uses the perfect progressive construction, indicating a dynamic situation and thus not a state.",1,High," ""Has gone wandering"" describes a continuous process of wandering, fitting the criteria for an activity, and it implies duration without a specific endpoint.",0,--,OR,0,High," ""Has gone wandering"" describes an activity with duration, not an instantaneous transition, thus failing the primary condition for Achievement Aktionsart.",0,High," The phrase ""has gone wandering"" implies a duration and an ongoing activity, not a punctual, instantaneous event.","present, participle, progressive",le,"prasens, indikativ",,Note: wandering is interpreted as a gerund with go (away) as the target verb in the predicate
40018013a,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",would have (been filled with joy),0,High," The phrase ""filled with more joy"" describes a change of emotional state, and the hypothetical nature doesn't negate the potential for that state change, thus it is not experiential.",0,High," The phrase ""would have been filled with joy"" is hypothetical and describes a potential emotional state, not a current, lasting change of state resulting from a completed action.",0,--,OR,0,1,High," The gram contains the modal auxiliary ""would,"" which indicates a tense shift according to the diagnostics.",1,High," The phrase ""would have been filled"" describes a passive event (being filled with joy) that is presented as a completed whole, fitting the criteria for perfective aspect.",1,High," The phrase ""would have"" indicates a hypothetical situation, fitting the conditional context and modal auxiliary criteria for irrealis mood.",0,High," The target gram ""would have been filled with joy"" is not under the scope of any negation; the sentence expresses a hypothetical positive sentiment.",1,High," The phrase ""would have been filled with joy"" describes an instantaneous change of state (becoming filled with joy) as a result of finding something, fitting the criteria for an Achievement.",1,High," The target gram is in the result clause of a counterfactual conditional, implying that he did not stay with the ninety-nine.",1,High," The target gram ""would have been filled"" follows the pattern HAVE/HAS/HAD + BEEN + PAST PARTICIPLE, and the subject ""he"" is the one affected by the filling, indicating passive voice.",1,High," The phrase ""would have been filled with joy"" is passive, indicating that the underlying verb ""fill"" is transitive, even though the agent is not explicitly stated.",0,High," The verb ""filled"" takes the prepositional phrase ""with joy,"" indicating a change of state happening *to* the subject (""he""), making it not unergative.",0,High," The target gram is a passive construction (""would have been filled""), which is explicitly marked as not unaccusative.",0,--,"OR The phrase ""would have been filled with joy"" describes a state of being (a feeling of joy) that would exist as a result of a hypothetical event, fitting the criteria for a stative Aktionsart.",0,High," The phrase ""filled with joy"" implies a resultant state achieved after a change, indicating an endpoint and thus not fitting the criteria for an activity.",0,--,OR,1,High," The phrase ""would have been filled with joy"" describes an instantaneous change of state (becoming filled with joy) as a result of finding something, fitting the criteria for an Achievement.",0,High," The phrase ""would have been filled with joy"" describes a state of being (filled with joy) rather than a momentary, punctual action, indicating it's not a semelfactive event.","would, participle",nullmarked,"prasens, indikativ",,"DTAM: ""when he finds it..."""
40018013b,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",had stayed,0,--,OR,0,High," The verb ""had stayed"" describes a hypothetical alternative action that did *not* occur, and therefore cannot result in a change of state.",0,High," The phrase ""had stayed"" describes a counterfactual event with a focus on the resulting state (remaining with the ninety-nine) rather than the duration of the staying, indicating a resultative rather than universal aspect.",0,1,High," The auxiliary 'had' is overtly PAST, indicating a Past Perfect tense, which triggers a value of 1 according to the diagnostics.",0,High," The verb ""stayed"" describes a state of being in a place, and the use of the past perfect suggests a duration of time spent in that state, rather than a completed transition or bounded event.",1,High," The phrase ""if he had stayed"" is part of a conditional statement expressing a hypothetical situation, thus indicating irrealis mood.",0,High," The clause ""he would have if he had stayed with the ninety-nine"" is not under the scope of any negator; the sentence expresses a hypothetical positive scenario.",0,High," ""Had stayed"" describes a state of being in a location over a period of time, indicating duration and therefore not an instantaneous transition.",1,High," The phrase ""he would have if he had stayed"" indicates a counterfactual conditional where the person did not stay with the ninety-nine, making ""had stayed"" part of the protasis of a counterfactual conditional.",0,High," The target gram ""had stayed"" is in the active voice, where the subject ""he"" is the agent performing the action of staying.",0,High," The verb ""stayed"" is used intransitively in this clause, as there is no direct object present, indicating an intransitive usage.",1,High," ""Stayed"" is used intransitively, describing a state of being or a manner of existing without a direct object, and the subject ""he"" is a volitional agent performing an activity, fitting the criteria for an unergative verb.",0,High," ""Had stayed"" is not unaccusative because ""stay"" is an intransitive verb where the subject ""he"" is an agent performing an action (remaining in a location), thus it is unergative.",0,High," ""Had stayed"" describes an activity (staying) that occurred over a period of time, indicating a dynamic situation rather than a static state.",1,High," ""Had stayed"" describes a continuous state of being in a location, fitting the criteria of a dynamic process extending over time without a specific endpoint, and is compatible with ""for X time"" adverbials (e.g., ""He had stayed for an hour"").",0,High," ""Stayed"" is an activity verb, describing a process with no inherent endpoint, and is compatible with ""for X time"" but not ""in X time.""",0,High," ""Had stayed"" describes a state or activity with duration, not an instantaneous transition, and is therefore not an Achievement.",0,High," ""Had stayed"" implies a duration of time spent in a particular state, thus failing the instantaneous requirement for a semelfactive event.","past, participle",meiyou,n_a,,
40018015,"» If your brother does wrong to you , go to him in private . Clearly explain his error between you and him . If he listens to you , you have gained your brother back .",have gained back,0,High," The phrase ""have gained your brother back"" implies a change of possession or social status (restoration of a relationship), which is a condition to set the feature to 0.",1,High," The phrase ""have gained your brother back"" implies a change of state (lost -> found) and the subject (you) currently possesses the brother, fitting the Change of Possession criterion.",0,High," The phrase ""have gained back"" describes the completion of a single event (regaining a brother), focusing on the result rather than the duration of the action.",0,0,High," The target gram ""have gained back"" is a standard Present Perfect construction formed with the present tense auxiliary ""have"" and the past participle ""gained,"" thus not indicating a tense shift.",1,High," The phrase ""have gained back"" describes a completed action and a transition to a new state of having one's brother back, fitting the perfective aspect.",0,High," The phrase ""have gained back"" describes a result that is presented as a factual consequence of the brother listening, indicating a realized event in the actual world.",0,High," The clause ""you have gained your brother back"" is a positive assertion, and there is no negation present that scopes over the target gram.",1,High," ""Have gained back"" describes an instantaneous transition to a state of reconciliation, fitting the definition of an Achievement.",0,High," The sentence describes a possible scenario with a potential outcome, not a counterfactual situation where the outcome is known to be false.",0,High," The target gram ""have gained back"" is in the active voice, where ""you"" (the subject) are the agent who performed the action of gaining back their brother.",1,High," ""have gained back"" takes the direct object ""your brother,"" fulfilling the requirement for a transitive verb.",0,High," ""Have gained back"" is transitive, taking ""your brother"" as a direct object, thus violating the requirement of an intransitive verb for unergativity.",0,High," ""Have gained back"" is transitive, taking ""your brother"" as a direct object, thus disqualifying it from being unaccusative.",0,High," ""Have gained back"" describes an achievement, a completed event resulting in a change of state (from not having the brother back to having him back), thus it is dynamic.",0,High," ""Have gained back"" implies a specific endpoint (the regaining of the brother), indicating an accomplishment rather than an activity.",0,--,OR,1,High," ""Have gained back"" describes an instantaneous transition to a state of having one's brother back, fitting the definition of an Achievement.",0,High," ""Have gained back"" implies a change of state (from not having the brother to having him back), thus it is not a semelfactive event.","present, participle",nullmarked,"partizip, haben, indikativ, prasens",,
