TokenID,FullText,Target,run_id,provider,model_name,feature_name_x,annotation,confidence,explanation,feature_name_y
40009016,» Why patch an old garment with cloth that has not been shrunk ? The patch shrinks and pulls away from the old cloth leaving a big hole .,has not been shrunk,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed.,DtRes
40009022,"Jesus turned to see her and said : » Daughter , take courage ; your faith has made you well . « The woman was healed at that time .",has made you well,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb describes a change of state ('made you well'), and the undergoer is currently in that changed state (healed).",DtRes
40009033,"When the demon was cast out , the dumb man spoke . The crowd marveled , saying : » We have never seen anything like this in Israel ! «",have never seen,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'see' is a perception event that does not entail a resulting state that holds at the reference time.,DtRes
40010023,"» When they persecute you in this city , flee to the next . I tell you ; before you have gone through all the cities of Israel the Son of man will come .",have gone through,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'have gone through' is a motion verb, but the context implies that the action is not completed before the Son of man will come, so the resulting state is not currently in effect.",DtRes
40011012a,"» From the days of John the Baptist until now , the kingdom of heaven has been man’s goal , and men of violence have attempted to take it by force .",has been,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The target is a stative copula ('has been'), which describes a state rather than a change into that state, so DtRes is not instantiated.",DtRes
40011012b,"» From the days of John the Baptist until now , the kingdom of heaven has been man’s goal , and men of violence have attempted to take it by force .",have attempted,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'attempted' does not entail a resulting state that holds at the reference time; it describes an activity.,DtRes
40011021a,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",had been done,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause negates the occurrence of the event; no transition to a resulting state is entailed, as the sentence is counterfactual.",DtRes
40011021b,"» Woe to you , Chorazin ! Woe to you , Bethsaida ! If the mighty works had been done in Tyre and Sidon that were done in you , they would have repented long ago in sackcloth and ashes .",would have repented,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause describes a hypothetical situation that did not occur, negating the occurrence of the event and thus not entailing a transition to a resulting state.",DtRes
40011023a,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",had been done,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause is counterfactual, negating the occurrence of the event and thus not entailing a transition to a resulting state.",DtRes
40011023b,"» Will you , Capernaum , be exalted into heaven ? You will go down into the grave . If the mighty works had been done in Sodom , which were done in you , it would have remained until this day .",would have remained,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause is counterfactual, negating the occurrence of the event and thus not entailing a transition to a resulting state.",DtRes
40011025a,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have hidden,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'have hidden' does not entail a resulting state that holds at the reference time; it describes a past action without a persisting state.,DtRes
40011025b,"Then Jesus prayed : » I thank you , O Father , Lord of heaven and earth . You have hidden these things from the wise and understanding , and have revealed them to children .",have revealed,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'have revealed' is a communication verb, but the clause does not entail that the information is currently in effect, merely reporting a past interaction.",DtRes
40011027,"» All things have been delivered to me from my Father . Only the Father knows the Son , and only the Son knows the Father . The Son tells others about the Father so that they can know him too .",have been delievered,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb describes a change of possession (delivery), and the object is currently in the state of being delivered.",DtRes
40012007a,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",had known,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'had known' does not entail a resulting state that holds at the reference time; it describes a past state of knowledge, not a transition to a new state.",DtRes
40012007b,"» If you had known what this means , ‘ I desire mercy and not sacrifice , ’ ’ you would not have condemned the guiltless .",would not have condemned,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed.,DtRes
40012018,» Look ! My servant whom I have chosen . I am well pleased with him . I will put my Spirit upon him and he will declare judgment to the nations .,have chosen,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,medium,"The verb 'have chosen' describes a change of social/legal status, but the context does not indicate that the chosen status is currently held or in effect, so it does not meet the criteria for DtRes.",DtRes
40012028,"» But if I cast out demons by God’s Spirit , then the kingdom of God has come to you .",has come,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'has come' is a motion verb where the mover has moved to a destination and remains there at the reference time, indicating a resulting state is currently in effect.",DtRes
40013051,» Have you understood all these things ? « They said to him : » Yes . «,have understood,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'understood' describes a past interaction without a current binding state, as it is a question about whether understanding occurred in the past, not whether the understanding persists now.",DtRes
40013052,"And he said to them : » Every scribe journalist writer who has been made a disciple to the kingdom of heaven is like a man that is a householder , who brings out of his treasure things new and old . «",has been made,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The target 'has been made' is a stative copula, which describes a state rather than the change into that state, so it does not instantiate DtRes.",DtRes
40014004,For John had said to him : » It is not lawful for you to have her . «,had said,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'had said' is a communication verb, but the clause merely reports a past interaction without a persisting state.",DtRes
40015006,» You say there is no need for him to give honor to his father . You have invalidated the word of God because of your tradition !,have invalidated,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'invalidate' describes a change of state, but the clause does not indicate that the resulting state (of the word of God being invalidated) is currently in effect.",DtRes
40015013,In answer he replied : » Every plant my Father in heaven has not planted in the earth will be pulled out by the roots .,has not planted,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause negates the occurrence of the event; no transition to a resulting state is entailed, so DtRes is 0.",DtRes
40015032,"Jesus called his disciples and said : » I feel compassion for the people , because they have remained with me now three days and have nothing to eat . I do not want to send them away hungry , for they might faint on the way . «",have remained,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause contains a duration adverbial ('three days'), indicating a continuing situation rather than a completed transition.",DtRes
40017009,"When they came down from the mountain , Jesus commanded them not to tell anyone what they saw , until the Son of man has risen from the dead .",has risen from the dead,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,medium,"The clause negates the occurrence of the event until a future time, so no transition to a resulting state is entailed.",DtRes
40017012,» I tell you that Elijah has come . They did not know him and treated him badly as they pleased . They will do the same with the Son of man . «,has come,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'has come' is a motion verb, but the context does not indicate that Elijah remains at the destination at the reference time; it is used to indicate that Elijah has already appeared in the past.",DtRes
40018012,"» What do you think ? A man has a hundred sheep , and one of them has gone wandering away . Will he leave the ninety-nine and go in search of the wandering one ?",has gone wandering,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb is a motion verb, but the context does not indicate that the sheep remains at the destination at the reference time; it only indicates that the sheep wandered away.",DtRes
40018013a,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",would have (been filled with joy),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause uses 'would have', indicating a hypothetical situation rather than a completed transition to a resulting state.",DtRes
40018013b,"» When he finds it , I tell you he will be filled with more joy than he would have if he had stayed with the ninety-nine .",had stayed,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'stayed' is a motion verb, but the context does not indicate that the resulting state (remaining with the ninety-nine) is currently in effect; rather, it's a hypothetical past situation, so it does not entail a resulting state that holds at the reference time.",DtRes
40018015,"» If your brother does wrong to you , go to him in private . Clearly explain his error between you and him . If he listens to you , you have gained your brother back .",have gained back,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb describes a change of possession (gaining back a brother), and that status is currently held.",DtRes
40018031,"» When the other servants saw what happened , they were very sad . They told their lord what had been done .",had been done,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The passive construction 'had been done' does not entail a resulting state that holds at the reference time; it simply reports a past action.,DtRes
40019006,"» So they are no longer two , but one flesh . What God has joined together , let no man pull apart separate ! «",has joined together,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'has joined together' describes a change of social/legal status, but the clause negates the occurrence of the event with 'let no man pull apart', so no transition to a resulting state is entailed.",DtRes
40019011,"He said : » This does not apply to everyone , only to those God has given it to .",has given,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'has given' describes a change of possession, and the context implies that the recipients currently hold that possession.",DtRes
40019012,"» For there are men who , from birth , were without sex . There are some who were made that way by men . There are others who have made themselves so for the kingdom of heaven . He who is able to accept this let him accept it . «",have made (themselves without sex),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb describes a change of state (becoming without sex), and the undergoer is currently in that changed state.",DtRes
40019020,The man said to him : » I have done all these things ; what more is there ? «,have done (all these things),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'have done' does not entail a resulting state that holds at the reference time; it describes a completed action without a persisting result.,DtRes
40019027,"Then Peter said : » See , we have given up everything to follow you . What then will we have ? «",have given up,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'have given up' describes a change of possession (giving up everything), and the context implies that they are currently in that state of having given up everything.",DtRes
40019028,"Jesus replied : » Truly I say to you , when all things are made new , and the Son of man is seated in his glory , you who have come after me will be seated on twelve seats , judging the twelve tribes of Israel .",have come,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'have come' is a motion verb, but the context does not indicate that the movers remain at the destination at the reference time; it describes a past action rather than a current state.",DtRes
40019029,"» Everyone who has given up houses , or brothers , or sisters , or father , or mother , or child , or land , for my name , will receive many times as much , and have everlasting life .",has given up,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'has given up' describes a change of possession/status, and the context implies that the state of having relinquished these things is currently in effect for the person who has given them up.",DtRes
40020007,» They said : ‘ No man has given us work . ’ ’ He told them to go work with the rest in the vineyard .,has given work,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed.,DtRes
40020012a,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have done (work),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'have done' describes a completed action, but the context does not indicate that the resulting state of the work is currently in effect or has a persisting result at the reference time.",DtRes
40020012b,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have made (them) equal,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'have made' describes a change of state (equal), and the undergoer is currently in that changed state.",DtRes
40020012c,» They said : ‘ The last ones have done only one hour’s work . You have made them equal to us . We have undergone the hard work of the day and the burning heat . ’,have undergone (the hard work...),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'undergo' does not entail a resulting state that holds at the reference time; it describes an activity.,DtRes
40020023,"They said : » We are able . « » Truly , you will take of my cup , « he said . » But to be seated at my right hand and at my left is not for me to give . It is for those for whom it has been prepared by my Father . «",has been prepared,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The target is a stative copula ('has been prepared'), which describes a state rather than the change into that state, so it is not resultative.",DtRes
40021016,"» Have you any idea what these people are saying ? « Jesus answered : » Yes . It is written , ‘ From the lips of children and babies at the breast you have made your praise complete . ’ «",have made (your praise complete),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'have made' describes a change of state where the praise is now complete, and the clause indicates that the resulting state is currently in effect.",DtRes
40021042a,"Jesus said to them : » Have you read the Scriptures , ‘ The stone the builders rejected has been made the chief cornerstone of the building . This was Jehovah’s doing , and it is wonderful in our eyes . ’",have read,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'read' does not entail a resulting state that holds at the reference time; it is a bare perception event.,DtRes
40021042b,"Jesus said to them : » Have you read the Scriptures , ‘ The stone the builders rejected has been made the chief cornerstone of the building . This was Jehovah’s doing , and it is wonderful in our eyes . ’",has been made (chief cornerstone...),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb describes a change of social/legal status (made chief cornerstone), and that status is currently held.",DtRes
40022004,"» Again he sent out other servants with orders to say to the guests , ‘ I have prepared my feast . Oxen and fat livestock are butchered and everything is ready , so come to the feast . ’",have prepared,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'have prepared' describes a change of state, and the context indicates that the resulting state (the feast being prepared) is currently in effect, as evidenced by the invitation to 'come to the feast'.",DtRes
40022031,"» Concerning the resurrection of the dead , have you read that which was spoken to you by God ?",have read,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'have read' does not entail a resulting state that holds at the reference time; it describes a past action of reading, not a current state resulting from that action.",DtRes
40022034,The Pharisees assembled together when they heard that he had put the Sadducees to silence .,had put to silence,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'put to silence' describes a change of state, and the context implies that the Sadducees were in a state of silence at the reference time.",DtRes
40023023,"» Woe to you , scribes and Pharisees , hypocrites ! You tithe mint and dill and cumin , and have left undone the weightier matters of the law : justice , mercy and faith . You should do both and leave nothing undone .",have left undone,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause negates the occurrence of the event ('have left undone'), so no transition to a resulting state is entailed.",DtRes
40023030,» You claim that you would not have been involved with your fathers when they spilled the blood of the prophets .,would not have been involved,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed.,DtRes
40024043a,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",had known,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'had known' does not entail a resulting state that holds at the reference time; it describes a past state of knowledge, not a transition to a new state.",DtRes
40024043b,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",would have watched,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause negates the occurrence of the event because it is a hypothetical situation, so no transition to a resulting state is entailed.",DtRes
40024043c,"» Know this , if the master of the house had known what time the thief was coming , he would have watched and his house would not have been vandalized .",would not have been vandalized,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed.,DtRes
40025021,"» His lord said : ‘ Well done , good and faithful servant . You have been faithful over a few things , so I will put you in charge of many things . Enter into the joy of your lord . ’",have been faithful,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The target 'have been faithful' is a stative copula describing a state rather than a change into that state, so it does not instantiate DtRes.",DtRes
40025027a,» ‘ You should have put my money in the bank . I should have received my money back plus interest .,should have put,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The target 'should have put' does not entail a resulting state that holds at the reference time; it expresses a past action that should have occurred but does not guarantee a current state.,DtRes
40025027b,» ‘ You should have put my money in the bank . I should have received my money back plus interest .,should have received,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The modal 'should have' indicates an unfulfilled expectation in the past, not a current state of having received the money, thus the verb does not entail a resulting state that holds at the reference time.",DtRes
40026001,"When Jesus had finished talking , he said to his disciples :",had finished talking,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'had finished talking' implies that Jesus was done talking and ready for the next step, indicating a resulting state that is currently in effect.",DtRes
40026009,» This ointment could have been sold for much and the money given to the poor . «,could have been sold,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause uses 'could have been sold', which negates the occurrence of the event; no transition to a resulting state is entailed.",DtRes
40026024a,» It is written that the Son of man will depart . The man who betrays him will experience much grief . It would have been better if that man had not been born . «,would have been better,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause expresses a hypothetical situation that did not occur, negating the occurrence of a transition to a resulting state.",DtRes
40026024b,» It is written that the Son of man will depart . The man who betrays him will experience much grief . It would have been better if that man had not been born . «,had not been born,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed.,DtRes
40026047,"As he spoke , Judas , one of the twelve , followed by a crowd carrying swords and spears , approached him . The chief priest and elders of the people had sent them .",had sent,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'had sent' does not entail a resulting state that holds at the reference time; it simply reports a past action.,DtRes
40026056,» This has taken place so that the writings of the prophets will come true . « Then all his disciples left him .,has taken place,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'has taken place' does not entail a resulting state that holds at the reference time.,DtRes
40026065,Then the high priest ripped his robes apart and said : » He has said evil against God ! Why do we need more witnesses ? You have heard his words of blasphemy ! «,have heard,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'have heard' is a perception event that does not entail a resulting state that holds at the reference time.,DtRes
40027004,He said : » I have done wrong in giving a righteous man to you . «,have done wrong,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'have done wrong' does not entail a resulting state that holds at the reference time; it describes a past action without a persisting change of state.,DtRes
40027019,"While he was seated in judgment his wife sent a message to him . She said , » Do not judge that righteous man . I have had much trouble this day in a dream because of him . «",have had much trouble,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb phrase 'have had much trouble' does not entail a resulting state that holds at the reference time; it describes an experience.,DtRes
40027023,» What evil has he done ? « Pilate asked . But they shouted : » Impale him ! «,have done evil,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'done' does not entail a resulting state that holds at the reference time; it describes a past action.,DtRes
40027046,"About the ninth hour Jesus cried with a loud voice , » Eli , Eli , lama sabachthani ? « Which translated means : » My God , my God , why have you forsaken me ? «",have foresaken,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The clause negates the occurrence of the event; no transition to a resulting state is entailed because it is a question about a past event.,DtRes
40027060,"He laid it in his own new tomb , which he had cut out of the rock . Then he rolled a great stone in front of the door of the tomb , and departed .",had cut out of,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'cut out of' describes a change of state, and the tomb is currently in that changed state (cut out of the rock).",DtRes
40028005,The angel spoke to the women : » I know you seek Jesus who has been impaled ; do not fear .,has been impaled,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The target is a stative copula ('has been impaled'), which describes a state rather than the change into that state, so it is not resultative.",DtRes
40028006,"» He is not here , for he has risen just as he promised . Come ; see the place where the Lord lay .",has risen,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,The verb 'has risen' is a motion verb where the mover has moved to a destination and remains there at the reference time.,DtRes
40028007a,"» Go quickly and tell his disciples he has risen from the dead . See , he goes before you to Galilee . You will see him there , as I have told you . «",has risen (from the dead),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'has risen' is a motion verb where the mover has moved to a destination (from the dead) and remains there at the reference time, indicating a resulting state is currently in effect.",DtRes
40028007b,"» Go quickly and tell his disciples he has risen from the dead . See , he goes before you to Galilee . You will see him there , as I have told you . «",have told,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The communication verb 'have told' does not entail that the information is currently in effect; it merely reports a past interaction without a persisting state.,DtRes
40028018,"Jesus came to them and spoke to them , saying : » All authority has been given to me in heaven and on earth .",has been given,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb describes a change of possession (authority), and that status is currently held.",DtRes
40028020,"» Teach them to observe all the things I have commanded you . Behold , I am with you always , even to the end of the age . «",have commanded,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,medium,"The verb 'have commanded' is a communication verb, but the clause does not entail that the commands are currently in effect, merely that they were given.",DtRes
41001015,Jesus said : » The time has come . The kingdom of God is at hand . Repent and believe the good news . «,has come,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'has come' is a motion verb, but the context does not indicate that the mover remains at the destination at the reference time; rather, it indicates the arrival of a time, which is not a persisting state.",DtRes
41001024,» What do you want with us Jesus of Nazareth ? Have you come to destroy us ? I know who you are . You are the Holy One of God ! «,have come (to destroy),20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb 'have come' is a motion verb, but the context does not indicate that the mover has moved to a destination and remains there at the reference time; instead, it is a question about the purpose of their arrival, not an assertion of their continued presence.",DtRes
41002012,"He got up , took the bed and went out before them all . They were all filled with wonder . They gave glory to God and said we have never seen anything like this .",have never seen,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'see' is a bare perception event that does not entail a resulting state holding at the reference time.,DtRes
41002017,Jesus heard this . He said to them : » Those who are well have no need of a medical man but those who are ill do . I have come to care for sinners not the upright . «,have come,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The verb is a motion verb, but the context does not indicate that the mover has moved to a destination and remains there at the reference time; it expresses purpose rather than a current location.",DtRes
41003021,When his own people heard of this they went to apprehend him . They said : » He has lost his senses . «,has lost,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,1,high,"The verb 'has lost' describes a change of state (loss of senses), and the undergoer is currently in that changed state.",DtRes
41003026,"» If Satan has risen up against himself , he is divided , cannot stand and will come to an end .",has risen up,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,"The clause negates the occurrence of the event; no transition to a resulting state is entailed ('If Satan has risen up against himself, he is divided').",DtRes
41004015a,» These are they by the wayside where the word is sown . When they have heard ; Satan comes and takes away the word that has been sown in them .,have heard,20260307T085404Z_803f1fbf,gemini,gemini-2.0-flash-001,DtRes,0,high,The verb 'have heard' is a perception event that does not entail a resulting state that holds at the reference time.,DtRes
